SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
13.09.2024_18.35.15,128,1548.171,0,-11.92491,47.75029,273.1699,120.8,114.9,64.06973,-124.8047,-137.3987,61.1,59.1,-233.5069,14.84086,16.2254,-402.0906,66.26736,41.3,64.3,946.2,232.1763,945.4032
13.09.2024_18.40.16,32,2661.566,0,-15.65755,67.59621,384.7295,155.6,149.3,95.22208,-136.0243,-144.2419,70.5,69,-238.6068,15.19676,16.72888,-411.5668,59.85786,41.5,78.8,946.2,229.7175,945.4032
13.09.2024_18.45.15,32,3695.851,0,-15.42969,75.78487,453.9967,179,174.4,90.09332,-130.1216,-138.2813,78.5,79.4,-232.5955,15.98524,17.15567,-410.6988,59.85786,40.7,86.4,946.2,221.2172,945.4032
13.09.2024_18.50.15,32,4697.065,0,-15.80585,80.83044,481.25,186.3,183.8,103.3818,-135.1563,-136.4728,80.8,84.2,-230.1432,15.46875,17.28009,-405.2734,59.8499,40.8,88.2,946.2,227.1183,945.4032
13.09.2024_18.55.15,32,5701.377,0,-15.50926,84.2448,485.5071,180.6,179,101.8736,-143.7934,-134.7222,80.4,83.7,-227.3872,15.91435,16.89091,-405.0564,59.8499,39.3,85.5,946.2,222.1305,945.4032
13.09.2024_19.00.16,64,6702.235,0,-11.88874,54.22454,476.4359,174.2,170.7,85.63368,-127.9731,-125.3183,75,78.6,-218.0772,15.62355,16.8316,-391.9633,64.7555,39.7,76.3,946.2,227.048,945.4032
13.09.2024_19.05.18,64,7704.675,0,-11.34621,65.55267,425.3111,154.8,151.2,27.64034,-114.1927,-122.092,68.6,72.5,-215.6901,15.28212,16.57841,-388.0932,64.7555,39.5,69.3,946.2,228.6638,945.4032
13.09.2024_19.10.15,16,7875.78,0.2,-10.30454,55.23003,338.6972,127.8,126,21.69415,-121.4193,-125.6366,63.5,68,-220.4427,14.59491,16.10098,-381.6913,65.35626,42.3,67,946.2,224.5892,945.4032
13.09.2024_19.15.15,16,7875.78,7,-12.01895,52.56076,286.2594,117.1,115.2,14.86183,-105.4253,-115.625,59.6,64.6,-212.0659,14.67303,16.19213,-378.7254,69.93562,41.5,63.7,946.2,234.8457,945.4032
13.09.2024_19.20.15,0,7875.78,13.8,-11.91768,52.12674,253.9931,111,109.1,43.41724,-111.6971,-116.4931,57.9,61.8,-213.2378,14.98264,16.12703,-380.353,69.93562,40.1,60.8,946.2,227.6803,945.4032
