SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
10.09.2024_00.35.13,2,0,0,-8.213974,38.89612,116.3737,83.5,81.9,33.22844,-137.6519,-146.3686,54.2,53.8,-238.3898,15.55845,18.37384,-415.7625,59.56344,39.1,54.9,946.2,234.354,945.4032
10.09.2024_00.40.14,2,0,0,-8.232063,40.32118,104.0003,77.5,76.60001,34.17607,-137.8906,-146.6869,53.9,53.5,-237.4783,15.72627,18.56915,-416.5582,59.56344,38.6,54,946.2,235.759,945.4032
10.09.2024_00.45.14,8,0,0,-9.183304,69.78443,96.20226,72.9,71.9,40.58883,-89.90887,-100.3472,53.2,52.6,-202.1919,13.66898,16.49595,-362.7749,73.89034,39.1,52.8,946.2,241.5195,945.4032
10.09.2024_00.50.14,4,0,0,-6.879341,62.69893,84.5052,67.10001,65.9,34.06756,-76.23694,-87.57233,51.7,51.3,-193.1207,14.07552,16.71586,-355.1794,79.77865,40,51.6,946.2,231.6845,945.4032
10.09.2024_00.55.14,4,0,0,-7.005928,55.04919,70.06293,60,58.9,33.00781,-82.07465,-94.28531,50.3,50,-197.895,14.40827,16.87645,-360.1707,79.77865,42.5,50.2,946.2,230.9117,945.4032
10.09.2024_01.00.14,0,0,0,-7.461662,57.19762,62.5434,55,54.1,34.59201,-82.40021,-92.59259,51.9,50.6,-198.3073,14.18981,16.79977,-359.3026,79.77865,46.5,51.6,946.2,238.6393,945.4032
10.09.2024_01.05.14,2,0,0,-8.31163,42.29601,68.31236,55.4,54.3,41.06988,-141.4279,-152.662,49.1,48.8,-241.6016,16.01852,18.63426,-419.3793,59.96926,39.6,49,946.2,236.04,945.4032
10.09.2024_01.10.14,2,0,0,-8.015045,40.59607,69.78443,55.4,54.5,39.20356,-142.9688,-152.5897,49.1,48.7,-243.6198,15.3588,18.51273,-419.8857,59.97721,38.4,49.2,946.2,230.7713,945.4032
10.09.2024_01.15.13,2,0,0,-7.790794,41.18924,69.10808,54.2,53.8,42.32494,-144.1841,-154.3258,48.1,47.9,-245.3776,14.18114,16.80411,-407.6606,59.97721,38.1,48.2,946.2,234.0028,945.4032
10.09.2024_01.20.14,128,0,0,-9.743919,46.3831,70.26186,54.2,53.7,39.58334,-121.224,-131.5104,47.4,47.3,-229.9696,13.47511,16.32523,-387.7315,64.6998,38.2,47.7,946.2,238.9203,945.4032
