SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
30.12.2023_00.36.28,2,0,0,-12.90871,71.53863,49.28386,43.5,43.8,53.34563,-107.4219,-138.0353,41.9,41.9,-251.237,16.70284,20.20255,-427.2642,60.89229,35.4,42.4,945.5626,240.9575,944.8455,246.2965
30.12.2023_00.41.28,2,0,0,-11.71152,65.83478,49.63108,43.6,43.7,45.17506,-103.4505,-132.9138,41.5,41.2,-254.0147,16.68981,19.6441,-428.0961,60.89229,36.2,41.7,945.5626,237.6557,944.8455,237.8665
30.12.2023_00.46.28,2,0,0,-11.80194,69.1153,50.0651,43.9,43.9,49.47916,-102.2353,-135.5035,41.2,40.8,-253.7109,16.16898,19.09288,-421.2963,60.89229,37.4,41.1,945.5626,239.0608,944.8455,240.1847
30.12.2023_00.51.28,2,0,0,-11.90321,70.86227,50.15191,43.8,43.9,51.46484,-99.80469,-133.9699,40.2,39.8,-249.4792,17.15567,20.45573,-429.1088,60.89229,35,40.1,945.5626,238.9203,944.8455,237.164
30.12.2023_00.56.28,2,0,0,-11.53429,66.89091,49.84809,43.8,43.9,48.42303,-106.1198,-139.2795,39.6,39.1,-256.9444,16.39902,19.39236,-426.9025,60.89229,34.6,39.3,945.5626,240.3955,944.8455,239.693
30.12.2023_01.01.28,2,0,0,-11.61748,63.057,49.58767,43.6,43.6,43.28342,-105.6641,-139.2072,38.7,38.4,-257.0096,16.10532,19.24335,-424.5876,60.89229,34.5,38.7,945.5626,240.0443,944.8455,248.685
30.12.2023_01.06.28,2,0,0,-11.6645,64.28675,49.41406,43.4,43.3,44.96166,-104.579,-137.7315,39.2,38.4,-255.7943,16.90683,20.37182,-434.3171,60.89229,35.2,39.2,945.5626,242.7137,944.8455,244.751
30.12.2023_01.11.28,2,0,0,-12.59042,66.01563,49.15364,43.1,43,46.41204,-103.4071,-136.5162,39.9,39.1,-254.9696,16.4077,19.23177,-425.311,60.89229,37.1,39.8,945.5626,243.627,944.8455,232.3167
30.12.2023_01.16.28,2,0,0,-12.66637,64.87992,48.84983,42.9,42.8,45.0774,-105.1649,-139.3084,39,38.7,-254.1884,16.57986,19.87124,-428.3492,60.89229,35.6,39.1,945.5626,246.2965,944.8455,242.784
30.12.2023_01.21.28,2,0,0,-11.8996,65.04268,48.5243,42.7,42.8,45.8695,-106.5104,-137.5868,38.7,38.3,-257.0313,16.6088,19.37934,-428.7109,60.89229,34.9,38.7,945.5626,240.6062,944.8455,241.098
30.12.2023_01.26.28,2,0,0,-12.11299,66.72092,48.17708,42.5,42.7,47.6454,-104.1233,-135.8941,39.3,38.8,-255.816,16.36574,19.31713,-426.3961,60.89229,35.6,39.5,945.5626,242.0112,944.8455,239.9037
30.12.2023_01.31.28,2,0,0,-12.08044,70.07378,48.24219,42.6,42.5,48.86068,-100.1519,-131.3368,40.5,39.6,-251.9748,16.01273,19.71644,-421.875,60.89229,35.4,41,945.5626,238.4285,944.8455,236.883
30.12.2023_01.36.27,2,0,0,-12.37341,71.44097,48.4809,42.7,42.6,49.2079,-100.3255,-133.3333,41.5,40.8,-250.9332,16.88657,19.58044,-424.2983,60.89229,35.2,42,945.5626,244.9617,944.8455,249.6685
30.12.2023_01.41.27,2,0,0,-11.4945,71.04673,48.22049,42.7,42.7,47.82986,-96.8316,-132.2338,41.7,41.1,-248.2422,16.0026,19.45747,-416.4858,60.89627,35.2,42,945.5626,236.7425,944.8455,229.4365
30.12.2023_01.46.28,2,0,0,-11.65726,77.85374,47.65625,42.5,42.4,55.92809,-95.46439,-129.2101,41.9,41.6,-247.895,16.34693,20.20978,-422.0558,60.89229,35.4,42.4,945.5626,241.941,944.8455,236.321
30.12.2023_01.51.27,2,0,0,-12.08044,73.31452,47.61285,42.4,42.5,52.30758,-99.34894,-133.9699,41.8,41.6,-248.7847,17.39005,20.21701,-430.0854,60.89229,34.6,42.1,945.5626,244.1187,944.8455,237.0235
30.12.2023_01.56.28,2,0,0,-11.57046,68.55469,48.22049,42.4,42.5,47.9673,-102.5825,-133.7674,41.2,41,-253.8629,16.88368,19.59201,-428.0237,60.89229,34.7,41.1,945.5626,235.197,944.8455,242.784
30.12.2023_02.01.28,2,0,0,-12.24682,67.87833,48.4375,42.5,42.7,47.87688,-105.2083,-137.7459,40.2,39.9,-253.9496,16.26447,19.58333,-426.4684,60.89229,34.8,40.1,945.5626,248.5445,944.8455,242.5733
30.12.2023_02.06.28,2,0,0,-11.71152,64.97758,48.4809,42.7,42.8,45.034,-105.9462,-138.1511,40.2,39.5,-256.3585,16.8504,19.75984,-432.0746,60.89229,38,41.1,945.5626,242.6435,944.8455,235.759
30.12.2023_02.11.28,2,0,0,-12.04427,67.34664,48.76302,42.7,42.9,48.39048,-103.7977,-136.2413,40.1,39.8,-254.9479,16.44531,19.14063,-424.443,60.89229,37,40.1,945.5626,241.4492,944.8455,234.2838
30.12.2023_02.16.28,2,0,0,-11.81641,63.24146,48.93663,42.9,42.8,44.44806,-110.9592,-142.7662,38.7,38.4,-258.7891,16.68258,19.94213,-435.2214,60.89229,34.9,38.6,945.5626,245.313,944.8455,237.6557
30.12.2023_02.21.27,2,0,0,-11.71513,64.6629,48.4158,42.5,42.6,43.30512,-104.1233,-136.5741,38,37.6,-256.033,16.67969,19.95515,-431.8215,60.89229,34.3,37.7,945.5626,241.1683,944.8455,232.668
30.12.2023_02.26.28,2,0,0,-11.19792,65.41161,47.74306,42.3,42.2,44.89656,-103.5373,-137.1672,38.7,37.7,-256.0981,16.58131,19.34172,-427.7706,60.89229,35.7,38.5,945.5626,246.3667,944.8455,237.7962
30.12.2023_02.31.28,2,0,0,-12.26128,66.60156,47.54774,42.1,42.1,47.15712,-103.9063,-138.2089,38.5,37.7,-255.599,16.29774,19.47772,-427.8068,60.89229,35,38.4,945.5626,239.693,944.8455,242.2922
30.12.2023_02.36.28,2,0,0,-11.34983,62.91233,47.43924,42,41.9,42.32856,-106.1849,-137.8906,38.1,37.5,-258.0512,16.6985,19.94502,-433.4853,60.89229,34.6,37.7,945.5626,248.966,944.8455,235.8995
30.12.2023_02.41.28,2,0,0,-12.08405,62.91233,47.02691,41.6,41.7,42.67216,-107.8559,-140.9578,37.9,37.3,-258.2465,16.75492,19.68027,-431.9661,60.89229,34.2,38,945.5626,239.6228,944.8455,245.313
30.12.2023_02.46.28,2,0,0,-11.33536,62.91233,46.59288,41.5,41.4,42.68301,-106.9661,-140.8709,37.2,37,-258.1597,16.10388,18.84259,-426.1068,60.89229,34,37.4,945.5626,243.4162,944.8455,249.9495
30.12.2023_02.51.30,128,0,0,-9.8452,48.81727,48.67622,42,42,24.36343,-98.19879,-135.6482,38.1,37.6,-256.5538,14.7121,17.67361,-411.4222,64.22237,33.9,38.6,945.5626,241.1683,944.8455,241.098
30.12.2023_02.56.28,128,101.4318,0,-11.70428,52.38715,78.01649,50.3,49.2,19.38657,-100.7813,-137.2251,42.5,40.4,-257.9644,15.32118,18.38397,-420.6814,64.22237,35.8,43.1,945.5626,246.9288,944.8455,237.0235
30.12.2023_03.01.28,128,1106.098,0,-9.848816,42.40451,266.5147,101.1,94.10001,46.31438,-100.6728,-135.2864,52,48,-254.6658,16.37731,19.36343,-425.8897,64.22237,35.7,53.5,939.228,235.2672,938.4312,239.693
30.12.2023_03.06.28,32,2102.182,0,-13.73698,61.31366,325.2387,135.6,126,56.7419,-107.5087,-142.0284,57.7,54,-250.1736,18.13368,21.13715,-438.1511,58.59665,34.2,58.5,939.228,234.4242,938.4312,223.395
30.12.2023_03.11.28,32,3104.74,0,-13.45486,60.68793,409.7222,171.5,165.3,96.19502,-123.3941,-152.908,71.9,65,-260.4601,17.42477,20.30092,-441.6956,56.09809,34.8,71.5,929.2281,223.957,928.511,226.9075
30.12.2023_03.16.28,32,4078.751,0,-13.5706,63.65017,475.0434,194.7,192.8,86.7947,-110.4818,-142.5347,80,71.5,-248.112,17.55642,20.52662,-429.8683,56.08615,38.3,76.9,929.2281,220.7255,928.511,221.5685
30.12.2023_03.21.28,32,5031.749,0,-13.71889,65.17651,503.2335,197.1,196.1,88.67911,-110.8073,-142.1875,77.6,74.2,-246.5712,17.18461,20.26042,-423.7557,56.10207,34.5,77.6,929.2281,220.3743,928.511,209.907
30.12.2023_03.26.28,32,5980.523,0,-14.19633,68.33405,505.9028,197.5,197.1,55.48684,-114.4965,-139.294,78.2,75.10001,-247.9384,16.97338,19.93924,-422.2729,56.09809,33.8,76.7,929.2281,216.8617,928.511,218.899
30.12.2023_03.31.27,64,6926.062,0,-9.461807,46.90032,482.8559,183.3,179.9,-1.14294,-98.763,-126.7216,67.7,66.9,-235.5252,16.63194,19.53848,-406.3585,63.99957,35.6,64.5,929.2281,221.0768,928.511,225.5728
30.12.2023_03.36.54,64,7875.222,0,-10.53964,47.75391,474.6094,173.6,168.7,11.56322,-99.19705,-130.4977,62.4,63.8,-236.7188,16.31944,19.2853,-405.6351,64.00355,36.7,64,929.2281,220.4445,928.511,218.8288
30.12.2023_03.41.54,0,8414.027,0,-9.505203,47.73944,363.1945,145.6,144.1,-1.164641,-94.0755,-127.3582,56.3,59.6,-233.2899,16.18779,18.97569,-401.2225,64.00355,34.3,57.7,929.2281,221.8495,928.511,217.9857
30.12.2023_03.46.54,2,8414.027,0,-11.54876,62.48191,259.4184,116.6,118.2,23.60388,-98.87152,-128.5301,54.1,55.6,-238.4331,17.59259,20.74508,-422.1644,60.32733,33.6,54.8,940.981,227.9612,940.1841,217.9857
30.12.2023_03.51.55,0,0,0,-6.752747,45.56568,192.1658,99.00001,100.9,-1.161024,-57.66058,-93.76447,50.7,53,-212.6736,15.45139,18.73119,-376.6638,79.83833,41,51.3,946.2,230.9117,945.4032,228.453
30.12.2023_03.56.54,2,0,0,-12.39149,82.48336,147.8733,86.2,88.4,59.08203,-94.98697,-125.5642,49.3,49.1,-239.7569,17.3886,19.54138,-415.3646,59.82205,35.2,49,941.9371,232.387,941.3395,240.3955
30.12.2023_04.01.54,128,0,0,-10.20689,54.05454,118.9236,81,82.2,23.64005,-86.45831,-120.2836,49.9,49.9,-235.7205,16.11835,19.239,-404.8394,65.32046,34.2,50.1,944.6064,241.4492,943.6901,241.941
30.12.2023_04.06.53,128,0,0,-9.653503,52.51012,103.7543,77,78.1,20.32697,-85.3299,-120.298,49,48.7,-237.4349,16.71441,19.40249,-410.2286,65.32046,33.4,49.1,945.4431,241.8708,944.8455,229.7878
30.12.2023_04.11.54,128,79.14599,0,-9.060326,53.25521,114.8438,79.8,79.7,14.42781,-89.45313,-122.6273,50.1,49.3,-241.2978,15.96499,19.04803,-410.3371,65.31648,34.9,50.8,945.4431,233.7217,944.8455,236.321
30.12.2023_04.16.53,128,1070.244,0,-9.736687,45.25463,282.27,124.7,118,44.27445,-94.53125,-124.783,58.9,54.7,-242.3828,17.06742,20.12297,-421.7303,65.31648,35.3,57.9,945.4431,230.4902,944.8455,232.5978
30.12.2023_04.21.54,32,2066.892,0,-12.7351,59.22309,346.5712,149,141.5,62.36618,-102.6259,-133.2176,61.8,59.5,-245.4861,18.13657,21.28472,-434.8958,61.47715,35.9,62.6,945.4431,233.3705,944.8455,230.0688
30.12.2023_04.26.55,32,3068.931,0,-13.4838,60.13816,376.9314,165.9,163,65.48032,-124.3055,-151.0127,74.1,66.2,-256.0547,16.67535,19.78733,-430.7003,54.47483,34.9,71,925.523,217.9857,925.0051,218.4072
30.12.2023_04.31.54,32,4063.031,0,-13.88527,62.17448,421.3325,186.2,185.5,85.79644,-123.5677,-146.2529,81.7,71.9,-251.9748,16.99074,19.96094,-428.9641,54.47483,38,76.3,925.523,214.6138,925.0051,219.2503
30.12.2023_04.36.53,32,5039.063,0,-14.02995,64.59057,460.2864,187.9,188,87.19257,-118.4245,-147.6418,78.3,75,-249.1319,16.74913,19.61806,-422.1282,54.47483,35,78.1,925.523,216.1592,925.0051,221.147
30.12.2023_04.41.53,64,6039.214,0,-13.30657,59.68605,495.2257,191.9,191.8,81.70573,-120.5729,-145.9925,78.3,75.9,-245.7031,17.70399,20.47598,-426.5408,54.47483,33.7,78.8,925.523,213.56,925.0051,218.1965
30.12.2023_04.46.54,64,7033.201,0,-9.762009,48.60388,498.6979,184.7,181,19.01765,-93.64151,-124.5515,69.3,72,-228.4505,16.84462,19.68461,-401.6204,64.22237,42.7,71.3,925.523,217.0022,925.0051,220.866
30.12.2023_04.51.53,64,7977.495,0,-10.04413,52.73076,496.1371,181,176.9,32.99334,-98.06857,-124.103,65.7,66.3,-228.5807,16.69126,19.34317,-399.6672,64.22237,35.2,66.1,925.523,219.8122,925.0051,223.6058
30.12.2023_04.56.54,64,8924.109,0,-8.127174,39.48568,433.7891,167.5,164.6,-1.164641,-99.76129,-130.4109,60.5,63.9,-233.5504,16.99797,19.74392,-405.7798,64.21839,34.2,63.3,925.523,224.0975,925.0051,218.9693
30.12.2023_05.01.54,256,8949.252,0,-6.56105,39.67737,310.2214,129.7,130.2,-1.164641,-66.84027,-97.75754,55.4,58.8,-218.967,15.63657,18.89323,-386.5017,79.34498,41.4,57.1,946.2,232.949,945.4032,223.8867
30.12.2023_05.06.54,2,0,0,-11.56322,89.19994,223.6979,102.1,104.1,25.73423,-80.66406,-112.5868,48.4,51.7,-221.1371,19.11603,22.53038,-418.0772,63.78074,36.9,49.3,946.2,239.9037,945.4032,220.1635
30.12.2023_05.11.54,2,0,0,-11.62109,71.02503,158.5069,85.6,88.2,40.54181,-97.67795,-127.662,51.4,51.1,-241.1675,17.00665,20.07668,-418.1134,59.34462,33.8,51.3,940.0248,232.5275,939.5865,224.8
30.12.2023_05.16.53,2,0,0,-11.34259,70.46441,121.2457,79.2,81.4,48.96195,-100.9983,-130.8594,52.3,50.9,-244.0321,16.88513,19.73814,-417.9688,59.34462,34.4,51.3,940.0248,228.6638,939.5865,233.3705
30.12.2023_05.21.54,128,0,0,-10.61921,52.6548,103.0382,76.9,78,28.55903,-95.74652,-125.9114,49.9,49.9,-243.3377,15.19821,18.33912,-400.9332,64.45313,33.7,49.9,940.0248,235.8995,939.5467,230.3497
30.12.2023_05.26.54,128,0,0,-9.899452,52.31843,92.2526,73.7,74.7,22.99262,-91.10245,-123.2639,48.8,48.7,-240.2344,15.06655,18.15828,-398.5822,64.45313,33.4,49,940.0248,231.4738,939.5865,224.3083
30.12.2023_05.31.54,128,0,0,-10.44199,49.89511,83.83247,69.5,70.8,24.75043,-91.05902,-124.566,47.9,48.1,-242.079,15.20689,18.44329,-400.8246,64.45313,32.6,48.3,940.0248,235.4078,939.5467,230.4902
30.12.2023_05.36.54,128,457.612,0,-9.971786,43.46788,187.6519,87.7,85.7,41.95963,-106.6623,-138.8744,53.8,50.3,-254.362,16.07639,19.29543,-421.6942,64.45711,35.5,53.6,940.0248,241.7303,939.5467,234.4242
30.12.2023_05.41.53,128,1450.87,0,-9.624565,43.46788,361.8272,141.5,131.3,66.68475,-101.0417,-133.5069,61.2,56.2,-245.9853,17.08189,20.08391,-424.4068,64.45313,33.9,59.7,940.0248,233.4408,939.5467,221.6387
30.12.2023_05.46.53,32,2072.057,0,-12.99551,49.39959,346.5061,150.7,144.6,27.1195,-127.9297,-153.342,66.5,61.4,-264.0191,16.21383,19.50665,-432.9427,56.23734,37.1,65.8,932.8536,220.5147,932.2161,232.5275
30.12.2023_05.51.54,32,2877.946,0,-14.63397,69.43359,326.3238,146.9,145.3,52.60055,-111.7838,-136.1256,72.2,64.4,-248.2639,16.62037,19.85098,-423.5388,56.24132,37.5,68,932.8536,221.99,932.017,214.965
30.12.2023_05.56.53,32,3488.17,0,-14.35185,63.79123,327.0182,155.9,155.4,52.3763,-101.9531,-130.1215,72.5,67.9,-237.1311,16.45833,19.53993,-409.6137,56.23734,36.1,70.6,932.8536,223.5355,932.4552,216.651
30.12.2023_06.01.54,32,3488.17,0,-14.14207,62.78573,226.7361,125.5,128.6,38.79123,-112.6736,-135.6626,66.5,64.2,-243.967,15.84346,18.95544,-407.7691,56.24132,37.8,62.4,932.8536,226.9778,932.1365,216.5807
30.12.2023_06.06.54,32,4350.119,0,-13.65017,67.00304,313.1076,142.8,141.4,84.43287,-118.2509,-143.7789,69.60001,62.7,-252.908,16.37153,19.5515,-423.3941,56.23734,34.2,65.1,932.8536,223.0437,932.256,225.924
30.12.2023_06.11.54,32,5355.507,0,-13.89251,70.07378,426.3672,184,181.4,103.3782,-108.5069,-137.0804,76.2,69.2,-246.5929,16.97627,20.11574,-422.7792,56.24132,34,73.1,932.8536,221.709,932.3356,220.0932
30.12.2023_06.16.54,64,6358.412,0,-10.16348,50.69806,455.23,191.1,190.5,42.72642,-89.90887,-119.8061,75.7,70.6,-227.5608,16.63773,19.85822,-403.465,64.19452,36.5,71,932.8536,227.6803,932.1365,219.1097
30.12.2023_06.21.54,64,7308.38,0,-9.707756,48.56409,473.0686,177.2,174.3,41.44965,-93.03384,-122.7864,63.1,66,-230.8377,16.76794,19.81047,-404.4777,64.18655,36.1,65.3,932.8536,224.1678,932.0967,221.2875
30.12.2023_06.26.53,64,8251.895,0,-9.689674,50.61488,464.7787,171,168.1,41.59071,-94.50955,-123.7703,61.8,64.6,-231.1849,16.70862,19.97975,-407.1181,64.19452,37.1,65.3,932.8536,227.7505,932.2958,217.0725
30.12.2023_06.31.54,0,8585.366,0,-10.11285,49.90596,368.9236,147.4,147.2,-1.161024,-94.63974,-125.7523,57.5,61.5,-235.8507,16.03733,19.42998,-404.9841,64.19452,36.8,59.9,932.8536,232.668,932.4154,226.3455
30.12.2023_06.36.53,256,8585.366,0,-7.027634,36.63195,267.7951,118.8,120.6,-1.150174,-94.33594,-120.1678,55.1,57.7,-238.7804,14.81048,18.10475,-398.329,70.09476,37.4,56.7,940.1443,236.1805,939.5865,221.4983
30.12.2023_06.41.53,2,0,0,-6.759987,49.96383,198.0469,98.2,100.2,2.60055,-63.71527,-99.56598,47.9,51.8,-213.9106,16.41638,19.38657,-386.9719,79.22165,38,48.9,946.2,240.3955,945.4032,224.0272
30.12.2023_06.46.53,2,0,0,-12.58681,63.72974,145.2474,83.3,85.8,36.08579,-103.7544,-132.7691,49.8,49.8,-242.9254,17.16435,20.57292,-423.1771,59.65097,34.3,49.6,941.1005,238.007,940.5427,233.9325
30.12.2023_06.51.53,128,0,0,-8.897568,33.0476,123.1337,80.4,81.6,12.81829,-109.8307,-140.0752,49.6,48.7,-252.2353,15.83478,18.97135,-416.2327,64.59238,33.4,48.8,941.1005,233.7217,940.6224,224.238
30.12.2023_06.56.54,128,371.9008,0,-9.407547,40.5382,174.566,95.8,93.8,22.86241,-107.5304,-135.9086,52.8,51,-255.9028,15.60474,18.90191,-419.0177,64.58442,36.4,53.7,941.1005,235.759,940.1841,230.4902
30.12.2023_07.01.54,128,974.0237,0,-10.34071,45.02315,256.5972,126.6,121.6,25.26042,-100.2604,-130.7581,56.5,55.3,-245.5078,16.07494,19.39525,-416.2327,64.59238,33.7,58,941.1005,234.073,940.3435,224.7297
30.12.2023_07.06.54,128,1403.5,0,-10.37327,46.57841,236.4149,118.9,117.1,22.26201,-104.9045,-133.8686,56.7,55.9,-247.8299,16.23698,19.53704,-416.956,64.58442,35.2,57.5,941.1005,230.2092,940.7021,225.1512
30.12.2023_07.11.54,32,2405.254,0,-13.76953,60.15987,378.0599,150.3,144.5,100.9368,-122.7214,-148.9005,67.10001,59.9,-261.8706,16.59722,19.9103,-435.5831,56.43627,35.6,65.1,932.017,223.114,931.4193,218.8288
30.12.2023_07.16.53,32,3409.813,0,-13.4621,61.52344,477.5608,190.9,187.5,103.3746,-119.7483,-145.6887,79.00001,69.60001,-255.9679,16.77951,20.24161,-434.064,56.43627,34.6,75,932.017,217.494,931.4193,220.0932
30.12.2023_07.21.53,32,4412.584,0,-13.77315,66.67028,482.8342,192.3,192.4,90.17289,-110.4384,-137.8906,81,71.5,-244.2708,17.28443,20.21701,-424.443,56.44025,35.9,73.5,932.017,224.519,931.4193,227.61
30.12.2023_07.26.53,32,5416.767,0,-13.57422,71.57841,504.8828,193.5,192.6,94.2636,-110.5686,-133.5938,81.3,72.9,-243.0338,17.19763,20.19386,-421.1878,56.44025,35.6,75.8,932.017,217.8453,931.4193,220.7957
30.12.2023_07.31.54,64,6421.722,0,-10.36241,50.22063,518.9019,196.8,195.3,29.409,-93.48956,-123.3217,77.3,74.8,-228.6675,17.22946,20.37905,-410.4456,64.81518,38.7,76.9,932.017,221.2172,931.4193,214.684
30.12.2023_07.36.53,64,7420.18,0,-9.631798,50.2134,511.5234,185.6,181.7,34.27373,-96.9184,-121.412,69,71.3,-230.2083,16.94155,20.40654,-406.7563,64.81518,40.3,68.6,932.017,220.2337,931.4193,217.494
30.12.2023_07.41.54,64,8424.934,0,-9.92115,50.83188,458.9844,172.5,168.8,-1.164641,-97.67795,-121.9473,64.2,64.9,-230.6641,16.61314,19.83507,-404.4053,64.81518,35.6,63.4,932.017,220.304,931.4193,225.7133
30.12.2023_07.46.53,0,8589.109,0,-8.951828,50.62572,331.9879,135.9,136.7,-1.164641,-94.50955,-122.3669,55.7,59.1,-231.0764,15.81452,19.21152,-395.8333,64.81518,33.6,56.3,932.017,228.172,931.4193,233.3003
30.12.2023_07.51.53,256,8589.109,0,-7.8125,42.56004,234.4401,107.8,110,14.27228,-99.19705,-127.0978,52,54.8,-240.8203,15.17361,18.34346,-396.4844,66.3151,33.4,53.2,937.7539,230.9117,937.236,225.2215
30.12.2023_07.56.54,0,0,0,-6.568291,42.94705,180.2083,92.6,94.7,-0.2748843,-62.30469,-98.23495,46.9,49.8,-218.1424,15.79861,18.79051,-382.7401,79.9537,36.8,47.5,946.2,235.0565,945.4032,243.346
30.12.2023_08.01.53,2,0,0,-11.6428,64.46036,139.1927,84.2,86.10001,39.33377,-105.4037,-136.386,48.8,48.8,-249.1971,17.32205,20.58594,-429.0726,59.63107,34.6,49.7,939.5068,235.197,938.989,221.428
30.12.2023_08.06.54,128,0,0,-10.51433,65.69372,109.5486,77.2,78.9,24.18982,-65.14758,-99.17535,49.2,48.6,-220.0955,15.68142,18.86429,-388.4187,72.76041,34,48.7,946.2,233.9325,945.4032,239.2012
30.12.2023_08.11.54,128,0,0,-9.573929,43.80787,141.5582,87,86.6,20.06293,-94.63974,-126.7216,52.2,49.9,-245.1389,15.85793,18.93085,-410.7711,65.75014,34.2,51.3,941.1403,231.7547,940.7021,234.8457
30.12.2023_08.16.53,128,0,0,-10.2322,48.54601,127.6042,87.90001,87.8,20.69589,-91.77518,-123.0324,52.8,51,-240.4297,15.96788,19.14786,-407.5521,65.75014,34.4,51.6,941.1403,231.544,940.7021,235.9697
30.12.2023_08.21.54,128,0,0,-9.794563,53.34201,110.8507,83.2,83.8,24.44661,-86.34979,-119.6325,50.8,50,-237.5434,15.4239,18.80353,-399.1609,65.75014,33.8,49.5,944.2479,229.6472,943.6901,236.9532
30.12.2023_08.26.54,128,413.7993,0,-9.660736,42.00304,135.4601,84.5,84.60001,26.20443,-101.3672,-135.3733,48.7,48.4,-251.3238,16.24421,19.23322,-418.5836,65.75014,33.1,49.7,944.2479,238.3582,943.6901,233.511
30.12.2023_08.31.54,128,1434.252,0,-9.986259,44.44806,243.4245,117.1,112.7,42.99045,-99.45746,-131.5683,54.2,50.7,-249.1102,16.95313,20.07668,-427.0472,65.74617,34.2,52.5,944.2479,234.0028,943.6901,238.4285
30.12.2023_08.36.54,32,2461.477,0,-13.72974,62.81467,354.5573,153.1,146.7,85.60836,-123.6328,-147.8443,65.5,58,-258.6154,16.51765,19.3967,-429.9407,54.35149,39.9,64.4,919.0291,217.7047,918.5909,225.5025
30.12.2023_08.41.54,32,3490.363,0,-13.55614,64.26505,420.9636,180.8,177.9,96.40842,-117.7734,-142.8964,74.9,66.7,-248.98,17.2121,19.88715,-425.6728,54.35547,35.5,71.5,919.0291,217.9857,918.5909,215.1758
30.12.2023_08.46.53,32,4518.016,0,-13.89251,67.42622,467.5564,191.1,189.7,87.91956,-116.2761,-142.7228,78.6,70.3,-246.2891,16.92274,19.80179,-419.6687,54.35547,34.5,73.3,919.0291,219.5313,918.5909,218.5478
30.12.2023_08.51.54,32,5551.077,0,-13.3572,68.97425,501.8012,194.8,193.6,70.98886,-119.1189,-140.6539,79.10001,72.8,-243.6198,17.06308,19.65278,-417.0646,54.35547,35.2,75.8,919.0291,217.5642,918.5909,221.2172
30.12.2023_08.56.54,64,6574.809,0,-9.801796,45.62355,500.1302,191.3,189.2,26.61314,-94.44443,-119.9653,71.8,71.6,-225.8246,17.2092,20.31684,-403.5012,64.18655,38.2,71,928.0728,220.585,927.3159,223.6058
30.12.2023_09.01.54,64,7603.125,0,-10.46368,48.04326,495.7248,178.9,174.2,10.13455,-88.15106,-119.7338,67.4,67.3,-228.0382,17.12963,20.29225,-403.7905,64.18655,40.4,67.3,928.8696,220.6553,928.511,220.0932
30.12.2023_09.06.53,64,8649.871,0,-10.45645,54.66218,463.1293,170.5,166.8,10.01519,-86.87067,-116.5364,64.3,65.8,-226.8229,17.00376,19.93634,-400.7161,64.18655,37.2,66.3,933.2122,222.0603,932.5747,214.8947
30.12.2023_09.11.53,64,9139.337,0,-9.881363,52.10865,347.8082,141.5,141.2,-1.164641,-93.66321,-116.4786,59.9,60.8,-225.0434,16.62037,19.56019,-397.7503,64.18655,36.1,58.9,933.2122,228.3828,932.5747,226.205
30.12.2023_09.16.54,256,9139.337,0,-7.573784,43.59447,261.5886,118.4,120.4,10.15263,-84.48352,-108.5938,58.2,56.9,-225.1302,16.32089,19.1522,-394.7121,71.88115,37.7,55.8,946.2,234.5647,945.4032,230.42
30.12.2023_09.21.54,2,0,0,-6.56105,43.27619,199.1754,99.4,102.1,-1.088686,-62.5,-91.55093,50.8,53.2,-211.9575,16.56829,19.47772,-382.3423,79.5638,39,51.8,946.2,233.23,945.4032,228.5935
30.12.2023_09.26.54,2,0,0,-11.99725,79.57176,143.9453,83.8,87.3,56.2066,-95.70313,-122.1209,53.9,53.3,-236.9792,18.21036,21.04745,-423.7197,59.54355,37.8,54.2,942.9331,229.015,942.4949,227.3992
30.12.2023_09.31.53,128,0,0,-10.17072,44.92188,129.4488,83.10001,85.1,16.28328,-91.14581,-124.6094,54.8,53.2,-239.605,16.17622,19.0871,-405.8521,64.4213,36.3,54,943.6901,233.9325,943.0925,235.3375
30.12.2023_09.36.53,128,572.0746,0,-10.19604,47.21861,200.8898,102.5,101,34.49797,-92.99045,-124.9566,58.5,55.6,-242.5998,16.99942,19.93779,-417.8603,64.42527,36.3,58.4,943.6901,228.3125,943.0925,221.7793
30.12.2023_09.41.54,128,1593.983,0,-9.870514,47.21861,337.6085,144.6,139.2,69.85677,-95.39932,-124.6817,63.9,61.6,-236.5451,17.82697,20.57436,-421.7665,64.4213,35.8,66.3,943.6901,227.4695,943.0925,224.0272
30.12.2023_09.46.53,32,2619.284,0,-13.83102,66.85474,438.1293,176.5,171.2,103.3782,-113.7804,-144.0104,74.8,68.1,-254.1884,18.10909,20.96643,-439.7786,56.09809,36.8,75,943.6901,229.015,943.0925,228.3828
30.12.2023_09.51.54,32,3127.886,0,-13.37891,66.44242,418.3811,183.5,183.2,35.90857,-104.7309,-133.4925,75.7,74.6,-242.2092,17.23669,20.52373,-423.0324,56.09013,35.4,75.9,943.6901,226.767,943.0925,225.1512
