SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
06.06.2025_08.20.53,0,0,0,-5.92086,29.94792,197.895,90.7,84,61.11835,-88.82379,-95.15335,56.3,57.7,-212.4132,14.76997,15.6496,-366.5364,79.89402,49.9,55,946.2,227.5397,945.4032,228.0315
06.06.2025_08.25.57,8,0,0,-9.393082,50.66189,168.6921,85.9,78.8,88.72251,-121.3976,-125.0434,56,55.5,-237.6953,14.12471,15,-384.9103,60.90422,44.2,55.8,944.0885,225.7133,943.0925,220.6553
06.06.2025_08.31.02,128,0,0,-9.830734,41.4388,146.412,83.4,76.2,91.10966,-128.2769,-129.1811,56.5,55.6,-241.2978,14.34028,14.93056,-391.0229,60.36712,42.5,55.4,944.1682,230.2092,943.5307,223.7462
06.06.2025_08.36.06,128,272.9661,0,-9.714989,35.1888,165.1114,89.1,81.4,98.48452,-141.5799,-144.1117,58.5,56.9,-254.9045,14.61372,15.23003,-407.8414,60.16421,43.7,59,940.4232,225.362,939.5865,223.0437
06.06.2025_08.41.11,128,1281.982,0,-9.960938,38.79123,305.0383,121.6,110.4,101.1538,-130.4904,-136.8345,66,62,-245.6163,15.67419,16.4294,-409.6499,60.84455,44.4,65.4,943.3315,225.7835,942.4949,224.7297
06.06.2025_08.46.15,32,2290.379,0,-14.24696,50.5787,352.3835,136,126.2,103.389,-186.8056,-169.1406,71.9,67.5,-270.6597,15.07089,16.10243,-433.5214,49.31858,44.8,72.9,942.3356,226.1348,941.3395,215.1758
06.06.2025_08.51.19,32,3298.636,0,-13.89973,50.90423,398.376,153.6,143.5,103.389,-170.3125,-164.294,82.9,76.5,-267.5781,15.66696,16.51331,-432.798,49.32256,47.8,83.6,942.3356,215.808,941.3395,211.7335
06.06.2025_08.56.23,32,4304.444,0,-13.87804,51.63845,457.6172,172.7,163.6,103.389,-169.2274,-161.0533,88.3,83.2,-264.1927,16.0923,16.63484,-432.0746,49.32256,44.8,88.10001,942.3356,214.7542,941.3395,220.5147
06.06.2025_09.01.27,32,5320.821,0,-14.16377,53.01649,485.5071,184.8,177,103.3818,-151.5191,-157.0891,92.5,87.3,-257.4002,16.08362,16.6522,-424.7323,48.98835,45.8,91.10001,942.3356,211.7335,941.3395,210.8905
06.06.2025_09.06.31,64,6335.907,0,-9.794563,42.56004,490.0427,170.7,165.6,99.35981,-123.2856,-124.8264,86.5,86.3,-226.2587,16.18345,16.52633,-392.976,58.76773,46,85.2,936.6782,216.089,936.0807,222.0603
06.06.2025_09.11.35,64,7309.479,0,-9.75116,46.80266,478.1467,149.5,144.4,103.3782,-146.3759,-121.9473,76.2,79.5,-228.7761,16.1386,16.71152,-393.6993,58.7717,46.3,78.1,940.7817,203.8655,939.9849,213.9113
06.06.2025_09.16.37,16,7309.479,0.8,-8.423759,46.61459,376.7723,128.6,124.1,98.87514,-126.9097,-105.6713,70.7,74.4,-211.046,15.36892,16.19358,-373.8788,69.50594,47.3,71.9,946.2,220.5147,945.4032,222.6222
06.06.2025_09.21.37,16,7309.479,7.4,-10.63007,46.66883,328.4325,121.8,116.9,80.62789,-105.3385,-106.5249,68.3,70.6,-217.5998,15.56568,16.14873,-378.6892,69.50594,49.3,69.9,946.2,224.4487,945.4032,227.4695
06.06.2025_09.26.37,16,7309.479,14.6,-10.32624,46.31438,304.7598,119.6,113.7,81.51765,-106.7274,-108.5648,67.9,68.9,-216.6233,15.62211,16.44676,-380.2445,69.49797,50.5,69.3,946.2,220.2337,945.4032,218.4072
06.06.2025_09.31.37,0,7309.479,21,-10.09476,44.83145,297.5188,119.6,114,82.81612,-110.1346,-106.5683,67.10001,68.3,-218.9887,15.5599,16.19358,-380.353,69.50594,49.3,67.4,946.2,228.9447,945.4032,221.2875
06.06.2025_09.36.38,0,7309.479,21,-6.018517,29.00029,246.9112,104.5,98.7,63.04253,-86.263,-91.89816,62.6,64.6,-201.1068,15.37182,15.92593,-360.5324,79.9537,52.1,62.5,946.2,226.3455,945.4032,219.18
06.06.2025_09.41.37,2,0,0,-8.260994,39.93055,203.3058,91.8,86,98.43388,-137.6302,-126.6927,58.7,60,-234.9609,15.98524,15.3805,-393.5185,60.64561,47.5,58.9,941.7777,228.2422,940.7419,228.172
06.06.2025_09.46.38,2,0,0,-8.344185,39.93779,167.3792,86.3,78.8,89.341,-126.9965,-128.7471,60.2,59.9,-237.8906,15.3371,16.17911,-400.246,60.64561,44.3,60.3,945.4829,226.205,944.8455,218.6882
06.06.2025_09.51.37,128,0,0,-10.72411,44.53487,145.5765,82.7,75,90.97222,-127.3438,-128.4288,60.7,59.8,-241.7535,14.34462,15.10272,-392.2164,60.64561,43,60.2,945.5228,229.4365,944.8455,219.3907
06.06.2025_09.56.37,128,0,0,-9.997108,39.38802,144.94,83.3,75.3,89.898,-128.776,-130.3675,61.6,60.3,-243.9236,14.49653,15.36603,-396.3397,60.64561,43.1,60.8,945.5228,223.114,944.8455,228.2422
06.06.2025_10.01.37,128,697.322,0,-9.660736,35.85793,219.9363,99.9,90.2,97.18967,-134.7656,-144.8351,65,62.4,-252.9948,15.3342,15.94329,-414.2072,60.64561,43.7,65.3,945.2837,227.3992,944.2877,228.5935
06.06.2025_10.06.37,128,1691.942,0,-9.736687,40.3465,320.7935,128.7,116.2,103.3818,-131.8142,-133.5938,70.9,67.4,-242.2309,15.94039,16.76071,-409.9031,60.64561,43.9,70.3,945.2837,230.139,944.2479,214.8947
06.06.2025_10.11.37,32,2687.015,0,-12.54702,50.66913,345.0629,137.8,127.2,103.3854,-155.9462,-156.9589,76.2,72.4,-260.5252,15.57726,16.49161,-425.7451,50.71506,43.3,77.6,945.4032,222.4818,944.8455,216.2295
06.06.2025_10.16.37,32,3682.39,0,-13.90697,53.73988,414.2506,158.1,147.8,103.389,-149.9566,-152.9514,85.6,80.7,-259.8958,16.24421,16.96325,-428.0961,50.727,43.9,87.7,945.4032,220.7255,944.8455,224.519
06.06.2025_10.21.37,32,4676.102,0,-13.42231,55.32769,463.5453,176.6,165.3,103.3818,-145.6814,-148.0035,90.50001,87.6,-249.1319,15.95486,17.10069,-418.9815,50.71904,44.2,93.2,945.4032,217.9155,944.8455,210.9608
06.06.2025_10.26.42,32,5693.46,0,-14.53993,56.81424,493.0664,185.2,173.1,103.3818,-150.0868,-148.64,91.7,90.8,-250.868,16.74335,17.22801,-420.3198,50.71506,43.7,93.9,945.4032,219.6015,944.8455,219.18
06.06.2025_10.31.47,64,6705.178,0,-10.64091,45.69589,495.931,165.5,157.9,101.8012,-125.1085,-118.1858,81.6,85.2,-224.349,16.56829,17.37269,-393.8441,60.54217,45,82.2,946.2,220.9362,945.4032,214.2625
06.06.2025_10.36.51,64,7714.393,0,-9.986259,44.52402,463.9431,148.3,142,103.3818,-146.5929,-134.3461,74.9,78,-238.6936,15.66406,16.40914,-400.897,60.53819,43.3,76,945.6024,222.6925,944.8455,219.1097
06.06.2025_10.41.55,16,7742.666,1.6,-9.573929,43.41724,359.6246,128.1,121.8,82.31699,-104.579,-105.6858,69.2,73.1,-214.5182,15.38484,16.05324,-375,69.65712,45.1,70.4,946.2,219.2503,945.4032,218.2668
06.06.2025_10.47.00,16,7742.666,9,-10.01157,43.6849,305.5953,118.7,112.7,89.43504,-123.2205,-109.6209,67.3,68.5,-218.6198,15.35301,16.05614,-378.3276,69.65712,46.8,67.3,946.2,226.5562,945.4032,226.4158
06.06.2025_10.52.05,2048,7742.666,16.8,-10.11285,43.68851,272.1752,112.3,105.2,81.94806,-106.033,-109.2014,65,66.1,-220.0087,15.4702,16.19647,-379.3041,69.65712,46.2,65,946.2,220.7957,945.4032,224.8
06.06.2025_10.57.09,256,7742.666,20.6,-7.324219,31.72743,251.3672,107.2,99.8,82.07104,-115.2344,-112.6736,63.6,64.6,-224.0017,15.28356,15.86516,-382.0168,71.08941,47.2,64.7,946.2,225.7835,945.4032,224.238
06.06.2025_11.02.13,0,0,0,-6.007668,30.96065,208.8759,93.60001,86.8,67.07176,-96.00696,-93.83682,60.4,61.7,-209.1363,15.22859,15.94618,-367.2599,79.38477,50.4,60.1,946.2,234.2135,945.4032,220.5147
06.06.2025_11.07.18,4,0,0,-5.913628,59.64988,167.6577,86.3,78.8,61.11111,-77.64758,-83.59375,61.1,60.5,-202.8429,15.27344,15.80295,-359.8813,77.35171,48,61.1,946.2,227.2587,945.4032,218.618
06.06.2025_11.12.23,4,0,0,-6.778069,74.16088,124.7287,76.3,69.4,58.08015,-71.18054,-77.87906,60.5,59.9,-196.7665,15.0463,15.80874,-353.4794,78.99487,48.4,59.6,946.2,227.1885,945.4032,224.0272
06.06.2025_11.17.27,4,0,0,-7.244644,78.93519,100.9766,68.8,63.4,58.23206,-69.70483,-78.03818,58.2,58,-199.2838,15.09404,15.64526,-355.3964,79.88209,46.9,57.5,946.2,223.8165,945.4032,232.387
06.06.2025_11.22.31,4,0,0,-6.676796,78.9388,87.13108,63.3,58.9,57.14699,-69.22742,-79.86111,56.3,56.2,-200.7161,15.06221,15.78414,-354.456,80.50673,45.5,55.7,946.2,229.7878,945.4032,234.2838
06.06.2025_11.27.36,4,0,0,-7.07827,76.70356,79.69112,59.5,55.5,57.84505,-71.67969,-76.41782,56,55.4,-197.6129,15.10272,15.55411,-353.3348,80.51468,45,55.7,946.2,230.0688,945.4032,223.4653
06.06.2025_11.32.40,4,0,0,-7.052956,76.70356,74.71788,56.1,52.8,57.00955,-68.25085,-78.76157,55.2,55,-197.6563,15.04919,15.88686,-353.1901,80.51468,44.2,55,946.2,230.5605,945.4032,233.3705
06.06.2025_11.37.44,2,0,0,-7.776329,52.28226,76.82653,55.2,52.2,52.41247,-71.85333,-80.78705,54.6,54.2,-204.6224,14.97106,15.67708,-358.4346,80.51468,45.9,54,946.2,229.7878,945.4032,219.2503
06.06.2025_11.42.48,128,0,0,-10.51433,39.41696,100.2604,61.8,57.6,91.84751,-133.0946,-136.8056,55.7,54.4,-249.1102,14.44589,15.21701,-401.9097,60.82067,42.7,55.7,945.6422,228.172,944.8455,225.7835
06.06.2025_11.47.53,128,939.2738,0,-9.718605,38.37529,201.7144,83.9,76.8,98.48452,-135.0911,-133.8108,61,57.8,-246.6797,15.39931,15.90278,-405.4543,60.82067,43.4,60.4,940.5029,228.3828,939.5865,220.3743
06.06.2025_11.52.58,128,1439.153,0,-10.60474,38.74421,213.0534,96.50001,87.8,99.41045,-132.8559,-132.798,63.3,60.4,-245.8984,15.69155,15.96065,-404.9117,60.81669,43.8,62.7,940.5029,225.7835,939.5865,226.9075
06.06.2025_11.58.02,32,2482.72,0,-13.70805,50.03617,272.5333,118.1,106.8,103.389,-160.4601,-162.0515,71.2,66.9,-268.9019,15.14612,15.62934,-427.5535,50.59172,49,73.1,940.8216,221.7793,940.1841,224.0975
06.06.2025_12.03.06,32,3555.372,0,-13.72613,52.8899,324.4539,138.7,127.6,103.389,-133.5938,-155.7002,78.4,74.8,-259.1146,15.30527,16.05035,-419.8495,50.58775,47.7,80.1,940.8216,218.2668,940.1841,224.519
06.06.2025_12.08.10,32,4621.018,0,-14.24696,53.9822,396.7448,155.3,144.9,103.3818,-132.6172,-154.5284,84.7,80.9,-257.2049,15.76823,16.38021,-422.2729,50.75883,48.3,86.8,940.8216,218.618,940.1841,212.717
06.06.2025_12.13.15,32,5654.614,0,-14.47483,53.6386,456.8613,175.3,165.9,103.3818,-151.2804,-163.9323,87.7,85.7,-262.6953,15.89989,16.91406,-431.7853,48.08123,45.2,89.5,940.8216,215.808,940.1841,209.626
06.06.2025_12.18.20,64,6671.21,0,-9.776474,42.53472,470.0702,175.6,166.8,95.47887,-116.3629,-131.8287,81.6,84.5,-225.8029,15.20978,15.81742,-384.621,59.14171,44.9,83.6,914.089,210.8203,913.8898,207.0267
06.06.2025_12.23.24,64,7691.693,0,-10.04413,44.17679,468.3992,156.5,148,103.3782,-140.2344,-130.5266,74.8,78.1,-228.5156,15.11285,15.62789,-385.2358,59.18149,43.3,76.5,915.1646,209.9772,915.085,202.9522
06.06.2025_12.28.33,0,8093.534,0,-9.75116,42.84939,385.6445,136.2,129,100.0687,-129.8177,-127.3582,71.5,74.1,-224.5226,14.443,14.9566,-374.8915,59.18149,45.1,72.8,915.1646,213.279,915.085,201.4068
06.06.2025_12.33.33,16,8093.534,6.4,-10.31178,46.3614,300.3436,119.5,113.9,74.79022,-95.6163,-103.3999,66,68.6,-215.625,15.3805,15.81308,-375.5425,70.01121,44.2,66.3,946.2,226.486,945.4032,215.5972
06.06.2025_12.38.38,16,8093.534,14.6,-10.2322,45.80801,270.2655,114,108.1,79.7309,-105.7509,-106.4959,64.2,65.7,-215.0825,15.38484,16.19647,-376.3745,70.88651,45.6,65.3,946.2,228.172,945.4032,220.4445
06.06.2025_12.43.42,256,8093.534,16.6,-6.70211,30.29875,248.5424,107.9,101.9,66.68837,-92.77344,-95.73206,63.8,65.1,-207.5521,15.49769,16.01128,-367.0067,77.90871,49,64.6,946.2,224.3785,945.4032,215.5972
06.06.2025_12.48.47,2,0,0,-7.389328,40.35735,202.6693,93,86.4,75.06149,-107.3351,-98.36517,60.1,61.4,-208.8542,16.10243,17.3423,-379.6658,74.66219,49.4,59.2,946.2,224.0975,945.4032,230.2092
06.06.2025_12.53.51,8,0,0,-9.082031,50.27127,164.435,87.3,79.8,80.23003,-109.3316,-108.1018,60.4,59.8,-222.3307,14.46036,15.30961,-375.0362,66.522,44.4,59.8,946.2,229.4365,945.4032,225.081
06.06.2025_12.58.56,128,0,0,-8.980759,42.3792,140.5237,83.9,76.4,95.55122,-137.5868,-126.5914,59.5,59.2,-237.4132,14.33449,15.03617,-388.491,60.98379,42.5,59.2,943.5307,228.0315,942.4949,231.1225
06.06.2025_13.04.00,128,95.23121,0,-9.255638,42.01751,139.728,84.5,76.7,88.58868,-128.6458,-131.5538,60.8,59.4,-241.5147,14.59057,15.1794,-394.6036,60.6854,42.8,60.7,943.5307,224.4487,942.4949,231.1225
06.06.2025_13.09.05,128,1100.999,0,-9.881363,38.03168,270.3451,110.9,99.2,101.8808,-136.6102,-134.7656,67.9,63.3,-244.7266,15.86372,16.32378,-410.4094,61.39757,42.8,66.3,943.5307,226.5562,942.4949,218.9693
06.06.2025_13.14.09,32,2115.148,0,-14.46036,56.7419,378.9207,137.2,121.7,103.389,-136.0677,-146.9473,74.8,69.8,-255.1866,16.63773,16.78096,-424.9855,51.05324,44.9,75,943.7698,224.6595,943.0925,220.5147
06.06.2025_13.19.14,32,3131.703,0,-15.99754,54.13773,424.5551,156.3,144.2,103.389,-155.5121,-151.5625,85.2,80.3,-253.125,16.26736,16.89815,-424.0813,51.03335,44.2,86.5,943.7698,216.089,943.0925,217.7047
06.06.2025_13.24.18,32,4145.616,0,-13.88165,53.76519,425.5498,161.9,151.7,103.389,-159.3533,-148.5822,88.7,84.7,-252.4956,16.42361,16.85619,-422.96,51.03335,46.2,89.8,943.7698,212.2955,943.0925,206.3242
06.06.2025_13.29.22,32,5160.579,0,-13.77315,55.44343,463.1474,176.9,166.5,103.3818,-133.0512,-146.4699,92.2,89.1,-248.0035,16.2717,16.99364,-418.1496,51.03335,47.2,93.40001,943.7698,215.6675,943.0925,211.7335
06.06.2025_13.34.26,64,6179.223,0,-9.331596,41.91985,479.6983,182.4,173.7,100.2821,-119.1623,-133.8976,92.8,90.8,-232.8776,16.01418,16.84606,-402.7416,57.62985,44.3,92,944.208,212.2253,943.6503,205.5515
06.06.2025_13.39.30,64,7192.509,0,-10.08753,43.2581,478.9424,161.3,152.3,103.3782,-146.4193,-126.4034,80.1,82.7,-229.5139,15.99392,16.80122,-397.8588,59.03429,46.8,80.4,944.208,213.56,943.6503,221.2875
06.06.2025_13.44.38,0,7865.709,0,-9.649887,42.28877,443.6125,147.3,139.1,103.3818,-144.4444,-125.2893,77.4,78.8,-229.1016,15.76389,16.1386,-392.0356,59.54355,46.6,77.2,944.4072,212.8575,943.6901,214.0517
06.06.2025_13.49.39,16,7865.709,4.8,-10.85431,49.6781,342.7553,128.4,122.6,80.74001,-106.8576,-97.84433,72.8,74.7,-208.941,15.54253,16.43519,-371.7809,68.65451,46.7,72.7,946.2,220.3743,945.4032,224.4487
06.06.2025_13.54.43,16,7865.709,12.8,-9.631798,48.33623,301.6566,123.2,117.4,78.88093,-103.2335,-108.8397,70.5,72,-219.6398,15.70891,16.17043,-381.1125,68.65849,47.2,71.6,946.2,225.4323,945.4032,215.0353
06.06.2025_13.59.48,2048,7865.709,20.4,-10.13454,46.35778,293.2617,122.6,116.5,80.79789,-105.8377,-105.816,68.5,71,-219.5963,15.72338,16.18056,-382.8487,70.32552,49.2,70.8,946.2,219.6015,945.4032,227.3992
06.06.2025_14.04.52,2048,7865.709,27.4,-9.624565,46.09375,268.9923,116.5,109.8,77.77778,-102.4523,-111.2268,66.4,68.4,-219.5313,15.55266,16.38165,-382.4508,70.3295,48,67,946.2,226.1348,945.4032,224.5892
06.06.2025_14.09.56,256,7865.709,28,-6.10894,29.83579,237.9991,106.8,99.7,60.93026,-86.34979,-93.83682,63.6,66.3,-201.5191,15.62211,16.26591,-364.728,79.81047,52.6,64.7,946.2,226.1348,945.4032,222.833
06.06.2025_14.15.01,2,0,0,-8.470772,41.96325,194.2744,92.4,85.5,93.61256,-131.7491,-134.8814,59.4,61.4,-244.184,16.33536,16.73032,-413.0859,59.88968,47.4,59.9,945.1243,227.4695,944.2479,223.957
06.06.2025_14.20.06,4,0,0,-6.239151,66.63773,146.611,83.4,76.8,58.1778,-74.93494,-80.6279,63.4,63.3,-196.3542,15.66985,16.53646,-361.5813,78.6169,50.4,64.6,946.2,226.9075,945.4032,234.073
06.06.2025_14.25.10,4,0,0,-6.430847,73.26027,111.7188,75.4,69.7,55.76534,-70.52948,-78.31308,63.4,63.4,-192.9471,15.7827,16.74769,-359.1942,78.60894,48.9,63.2,946.2,226.3455,945.4032,228.2422
06.06.2025_14.30.15,4,0,0,-7.772713,76.25868,92.78067,69.60001,64.6,62.7785,-79.55731,-78.0816,61.2,61.5,-193.8802,15.77836,16.386,-359.1218,78.60894,46.6,61.3,946.2,228.2422,945.4032,216.7213
06.06.2025_14.35.19,4,0,0,-6.401909,72.98177,83.03313,65.3,61.3,56.86488,-72.07031,-78.38544,60.5,60.9,-195.2691,15.62789,16.45978,-358.5069,78.60496,46.6,61,946.2,229.577,945.4032,223.676
06.06.2025_14.40.24,4,0,0,-5.993202,73.84983,77.50289,62.3,58.2,56.81785,-72.33075,-77.17014,58.8,59.4,-200.4341,15.64091,16.15162,-361.1111,79.13412,45.9,59.1,946.2,229.3663,945.4032,236.4615
06.06.2025_14.45.28,4,0,0,-6.919128,76.97845,73.76302,59.5,55.8,58.77821,-72.65625,-80.77255,58.2,58.7,-197.526,15.22714,16.05614,-356.9879,80.1964,47.1,58.3,946.2,230.3497,945.4032,221.2875
06.06.2025_14.50.32,128,0,0,-11.57046,56.43446,80.80512,60.6,57.1,70.14973,-102.2569,-107.8559,58.3,58.7,-224.2621,14.81192,15.37326,-378.9063,65.59896,48.5,58.3,946.2,227.8208,945.4032,230.42
06.06.2025_14.55.37,128,0,0,-9.769241,39.22165,94.96889,64.4,60.5,85.63368,-125.7596,-133.6082,59.8,58.9,-240.4731,14.83941,15.44849,-395.4354,60.42679,47.7,60.4,945.1642,226.6265,944.2479,225.7133
06.06.2025_15.00.41,128,0,0,-9.899452,46.24204,102.1304,66.9,62.7,89.20718,-126.1936,-131.0475,59.9,59.8,-238.4115,14.68461,15.45718,-394.0249,60.43475,48,59.5,945.1642,223.4653,944.2479,220.7255
06.06.2025_15.05.46,128,20.63448,0,-11.85619,43.30151,98.11198,66.7,62.3,90.64671,-130.1216,-133.5504,56.9,57.7,-242.1875,14.56452,15.04196,-394.9653,60.43475,43.9,57.3,945.1642,232.1763,944.2479,219.742
06.06.2025_15.10.50,128,1025.621,0,-10.4239,39.63035,161.849,80.7,74.9,103.371,-147.2656,-146.6435,59.6,58.4,-251.3672,15.08247,15.76099,-409.9031,60.82465,44.7,62,932.4552,220.9362,932.017,215.4567
06.06.2025_15.15.55,128,1610.762,0,-9.776474,40.5816,253.1178,108.1,99.00001,103.3818,-144.0972,-145.1678,65.3,63.4,-248.1554,15.41522,15.94907,-409.2159,60.93208,45,65.8,932.4552,220.6553,932.017,214.5435
06.06.2025_15.20.59,32,2673.053,0,-13.76953,48.6943,314.2686,133.1,123.9,103.3818,-179.4054,-170.7755,73.3,70.7,-270.7248,15.03183,15.77402,-429.3258,50.7071,44.8,76.9,929.3875,216.7213,928.511,213.4195
06.06.2025_15.26.04,32,3735.361,0,-13.91059,51.7759,390.9361,153.6,144.7,103.3818,-174.0234,-166.5943,80,77.9,-264.2144,15.57147,16.31221,-427.6259,50.7071,44.2,83.3,929.3875,211.874,928.511,212.2253
06.06.2025_15.31.08,32,4797.301,0,-14.17462,53.32755,449.1826,171.8,162.6,103.3818,-163.2161,-161.2992,83.8,83.2,-260.4818,15.67853,16.23698,-423.4664,51.00948,42.7,87.90001,929.3875,211.874,928.511,200.634
06.06.2025_15.36.12,32,5871.449,0,-13.98655,53.32755,475.481,184,174.5,103.3818,-164.2795,-157.9427,87,86.6,-254.3186,15.66261,16.13571,-417.6071,51.01345,42.4,89.3,929.3875,210.3285,928.511,211.6633
06.06.2025_15.41.18,64,6941.83,0,-9.935616,44.42998,473.452,163.8,155.5,103.3818,-154.8828,-134.2448,75.9,80.5,-233.3333,15.71904,16.21383,-395.5078,59.6271,42.5,77.6,924.1685,214.8245,923.2521,214.684
06.06.2025_15.46.21,0,7413.959,0,-10.00072,41.89091,394.8351,136.4,130.3,103.3818,-139.7569,-132.1614,69.5,73.2,-230.8377,14.72946,15.44705,-385.5613,59.63903,43.3,70.4,924.1685,212.3658,923.2521,208.3615
06.06.2025_15.51.26,16,7413.959,5.2,-10.50709,46.03588,303.8846,116.4,111.7,82.08189,-109.5703,-110.0839,64.7,68.6,-219.4444,15.26765,16.05035,-378.6892,68.66247,44.2,66.2,946.2,223.8165,945.4032,222.3412
06.06.2025_15.56.31,16,7413.959,13.2,-9.979019,44.93634,264.218,109.5,104.7,81.14873,-110.3516,-112.1962,62.9,64.8,-221.9401,15.06366,15.94473,-381.1125,68.66247,43.7,63.3,941.8973,229.9985,942.2558,221.2172
