SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
29.08.2024_19.54.38,2,7533.743,0,-8.919266,41.69199,353.8954,131.2,131.5,32.36401,-125.1519,-126.4902,63.5,68.8,-212.4566,17.1875,20.86227,-412.0732,63.50224,42.4,66.2,946.2,220.2337,945.4032,214.5435
29.08.2024_19.59.37,16,7533.743,6,-10.37327,49.34172,288.01,114.3,114.8,29.18114,-112.0877,-114.8727,60.6,64,-209.4618,15.12008,18.80642,-387.5869,69.17173,42.1,63,946.2,229.858,945.4032,221.147
29.08.2024_20.04.38,16,7533.743,14.4,-10.48539,47.22584,249.8155,107.3,107.6,42.90365,-113.0859,-119.2564,58.4,61.3,-209.9609,15.18808,18.97425,-391.4931,69.17173,40.7,60.8,946.2,227.7505,945.4032,227.5397
29.08.2024_20.09.38,0,7533.743,20.6,-9.42202,46.1046,233.7023,103.7,103.9,38.78762,-111.9575,-121.7592,58.6,61,-211.1979,15.37037,18.9945,-392.1441,69.17173,43.4,61.8,946.2,223.676,945.4032,219.1097
29.08.2024_20.14.38,0,0,0,-6.076393,30.65321,195.5078,92.89999,92.7,5.400029,-94.81339,-104.0509,57,59.5,-198.1771,15.37326,19.14207,-380.2445,79.42455,52,58.9,946.2,228.734,945.4032,225.924
29.08.2024_20.19.38,2,0,0,-8.080147,41.80049,163.8383,86.4,86,31.43446,-131.901,-139.1204,54.4,56.4,-229.0799,16.16753,19.27951,-414.0625,60.91616,43.9,56.4,946.2,231.544,945.4032,230.2795
29.08.2024_20.24.37,4,0,0,-6.315109,47.9673,136.4656,82.2,82,27.0761,-105.9679,-115.4514,53.9,56.1,-216.5799,13.55903,17.62297,-384.3316,70.22605,42.6,56.9,946.2,232.387,945.4032,221.0065
29.08.2024_20.29.38,4,0,0,-6.116173,66.73901,103.8411,72.3,72.4,34.5884,-80.07813,-91.85474,54.2,55.2,-190.2344,14.62529,18.50839,-364.0408,79.23358,47.1,55.4,946.2,226.3455,945.4032,224.0272
29.08.2024_20.34.38,0,0,0,-7.005928,74.61661,85.26114,65.2,65.1,39.23249,-78.58069,-87.73148,53.4,53.9,-188.7804,14.80179,18.72975,-365.5961,79.22562,45.1,53.9,946.2,238.0772,945.4032,224.9405
29.08.2024_20.39.38,128,0,0,-10.4239,47.79007,85.02242,63.8,63.5,36.82364,-117.2743,-122.9601,53.2,52.9,-217.4913,15.22859,18.55903,-393.193,64.91862,41.2,53.1,946.2,241.8005,945.4032,229.7878
29.08.2024_20.44.38,128,0,0,-9.628181,42.74812,104.4777,68.5,68.2,34.94647,-120.8333,-128.7182,54.9,53.9,-222.092,14.59201,18.38397,-398.1843,64.91862,42,55.5,946.2,227.3992,945.4032,231.8953
29.08.2024_20.49.38,128,20.78603,0,-11.27026,45.42101,109.451,71.6,71.10001,36.54152,-118.5764,-129.1377,54.1,54.3,-221.4844,14.53704,18.28848,-397.4971,64.91862,40.9,55.1,946.2,227.61,945.4032,225.2215
29.08.2024_20.54.38,128,1025.978,0,-9.508827,43.50767,197.895,94.2,92.89999,46.14077,-120.2474,-129.2824,59.8,57.6,-224.1319,15.12442,19.0625,-406.2138,64.91464,41.3,60.5,946.2,232.387,945.4032,225.5728
29.08.2024_20.59.38,32,2023.843,0,-10.27199,53.19733,264.218,121.1,118.4,44.21296,-117.2309,-127.8357,63.5,61.1,-218.6849,15.63513,19.37355,-405.4905,64.91067,40.3,64.4,946.2,231.6845,945.4032,219.1097
29.08.2024_21.04.38,32,3028.649,0,-12.9268,73.53877,312.4783,137.8,136.9,76.47208,-118.0339,-125.7668,71.5,69.7,-218.0555,15.63802,19.40394,-405.0203,60.52626,42.1,75.6,946.2,233.7217,945.4032,219.1097
29.08.2024_21.09.38,32,4033.122,0,-13.70081,90.74074,381.8649,154.1,154.3,99.67809,-115.625,-124.9855,79.2,76.2,-215.191,15.80295,19.40394,-403.3565,60.52626,44.7,82,946.2,223.8867,945.4032,220.7957
29.08.2024_21.14.38,32,5037.889,0,-13.21614,90.74436,455.9462,177.9,178.5,103.3818,-118.0556,-121.5567,82.6,83,-211.9792,16.61024,20.14612,-406.9734,60.52626,41.2,88.8,946.2,218.2668,945.4032,211.6633
29.08.2024_21.19.38,64,6041.563,0,-13.04977,81.30064,489.804,188.8,190,79.73814,-107.921,-126.4612,85.8,84.2,-218.1641,16.70573,20.08246,-410.2286,60.87637,39.7,86.3,946.2,220.1635,945.4032,213.0683
29.08.2024_21.24.38,64,7038.034,0,-10.09838,53.67115,465.4948,172.9,173,47.39222,-115.9288,-119.9508,77.8,78.7,-205.3168,16.70862,20.35011,-399.0524,63.88816,41.9,77.2,946.2,217.775,945.4032,214.403
29.08.2024_21.29.37,64,7946.998,0,-11.39684,48.62196,411.7441,151.4,151.1,38.63209,-126.7578,-132.4942,70.9,73,-212.6085,16.46267,19.69039,-401.5118,63.88816,41.5,70.6,946.2,221.5685,945.4032,214.7542
29.08.2024_21.34.38,16,7946.998,1.8,-9.917534,46.82075,286.6971,121.3,121.7,22.04138,-113.5417,-120.3704,62.4,67.10001,-209.7439,14.90307,18.83391,-391.0229,68.83355,41.4,65.9,946.2,225.7835,945.4032,230.0688
29.08.2024_21.39.38,16,7946.998,10,-9.863281,45.82248,244.8821,110.3,110.7,29.27879,-117.3611,-124.7107,59,63.7,-212.8906,15.0434,18.76157,-391.0952,68.83355,42.2,63,946.2,232.387,945.4032,219.8825
29.08.2024_21.44.38,2048,7946.998,18.8,-10.00796,46.07928,226.4214,104.6,104.9,32.80165,-114.171,-121.3831,58.4,61.7,-213.8238,14.85966,18.73843,-392.2526,68.83355,43.1,61.7,946.2,231.1225,945.4032,219.3907
29.08.2024_21.49.38,0,7946.998,26.8,-10.0803,45.65249,222.2439,102.7,102.7,30.4145,-113.7153,-123.4375,58.3,60.8,-214.1493,15.17072,18.87876,-394.3866,68.83355,44.3,61.2,946.2,228.453,945.4032,217.775
29.08.2024_21.54.38,256,7946.998,26.8,-6.231918,31.08,184.4473,93.8,93.50001,13.99016,-94.44443,-104.4994,55.9,58.3,-199.8915,14.91464,18.84693,-377.785,79.32111,48.8,57.8,946.2,228.734,945.4032,221.3578
29.08.2024_21.59.38,2,0,0,-8.441841,40.80584,151.9025,86.9,86.10001,32.36039,-131.3585,-140.1186,54.4,55.9,-225.0434,16.88657,20.20544,-415.8348,60.88433,46.6,55.4,946.2,235.8995,945.4032,225.362
29.08.2024_22.04.38,128,0,0,-10.74942,53.43605,133.0838,84.3,83.9,36.17983,-115.5599,-125.8391,55,55.9,-214.8221,14.79022,18.682,-390.3718,64.36162,41.2,56.4,946.2,232.106,945.4032,237.8665
29.08.2024_22.09.38,128,0,0,-10.78197,50.37616,119.2383,81.6,81.5,37.57595,-116.6884,-125.9838,56.3,55.8,-218.8368,14.49074,18.4621,-393.3376,64.35764,39.3,56.3,946.2,228.734,945.4032,225.5025
29.08.2024_22.14.38,128,0,0,-10.17072,41.04094,130.617,81.8,81.4,25.16638,-124.8264,-131.4091,57.5,56.2,-227.5174,14.46904,18.41435,-402.1991,64.35764,41.5,58.3,946.2,228.5935,945.4032,226.4158
29.08.2024_22.19.38,128,410.9143,0,-12.02257,50.66551,151.3455,88.9,88.00001,28.43244,-120.0304,-130.7147,59.8,58.6,-221.5495,15.62934,19.51678,-408.2755,64.35764,43.2,59.6,946.2,220.9362,945.4032,220.304
29.08.2024_22.24.39,128,1417.732,0,-10.24667,47.0667,266.7643,118.1,115.9,46.8316,-118.0121,-131.3223,67.4,62.4,-220.1606,15.40075,19.56597,-406.25,64.35366,45.8,66,946.2,228.6638,945.4032,216.651
29.08.2024_22.29.38,32,2418.561,0,-14.26143,62.27575,305.9932,133.9,132.6,67.92896,-135.5686,-143.3015,71,67.7,-230.8377,16.34693,19.69329,-419.4879,60.00506,44.3,73.4,946.2,222.6222,945.4032,228.453
29.08.2024_22.34.38,32,3423.896,0,-14.35547,67.75173,366.9054,148.7,148.6,79.84664,-133.7891,-142.3177,75.5,74.3,-230.4037,15.71181,19.52257,-416.6305,60.00904,44.2,80.3,946.2,231.6845,945.4032,215.1055
29.08.2024_22.39.38,32,4428.912,0,-13.92144,72.80816,418.826,167.3,168.1,84.80541,-134.1146,-141.1603,81.6,79.00001,-226.0634,16.25868,20.13021,-417.6432,60.00904,45.7,84.3,946.2,217.0725,945.4032,211.874
29.08.2024_22.44.38,32,5433.812,0,-14.12037,77.43417,486.8598,189.3,190.6,61.7513,-123.0034,-135.5903,84.1,84.8,-223.1554,16.48727,20.24884,-415.871,60.00904,41.7,90,946.2,222.9735,945.4032,220.7255
29.08.2024_22.49.38,64,6436.741,0,-10.29369,53.80859,497.0848,184.9,186,59.74754,-119.5529,-124.8842,79.8,83.9,-206.7274,16.51186,20.27633,-401.8012,64.96238,41.1,83,946.2,218.9693,945.4032,212.436
29.08.2024_22.54.38,64,7431.597,0,-9.75116,47.42477,448.0686,164.4,164.4,13.73698,-121.2674,-122.1065,73.2,76.1,-209.8524,16.27604,19.96239,-399.9927,64.96238,43.1,72.9,946.2,220.7957,945.4032,218.8288
29.08.2024_22.59.38,0,7693.306,0,-9.899452,47.01244,322.5839,126.5,127.3,38.93591,-122.4392,-126.6493,63.8,67.3,-214.2361,15.33276,19.15654,-396.0865,64.97034,43.3,65,946.2,226.2753,945.4032,222.271
29.08.2024_23.04.38,16,7693.306,6.6,-9.931999,44.15871,265.4116,110.9,111.6,28.08883,-115.2344,-120.761,58.7,63.5,-212.3698,15.28646,18.9974,-392.7228,68.89323,42,62.3,946.2,227.6803,945.4032,221.99
29.08.2024_23.09.38,2048,7693.306,15.2,-10.2322,44.15871,232.7872,104.1,104.3,27.10503,-114.7353,-125.4774,57,60.4,-214.974,15.00579,18.82813,-393.4823,68.89721,40.7,59.4,946.2,226.8372,945.4032,219.1097
29.08.2024_23.14.38,2048,7693.306,24.2,-9.856049,43.64873,219.2202,100.7,100.7,29.55729,-113.8889,-123.6834,56.2,59.7,-217.079,14.59491,18.44618,-392.5781,68.89721,43,59.9,946.2,226.486,945.4032,226.9778
29.08.2024_23.19.38,0,7693.306,28.8,-10.06221,44.06105,210.7856,100.8,100.2,23.96918,-114.2578,-125.0145,55.8,58.2,-217.5998,14.83652,18.4809,-394.4951,68.90118,42.4,57.9,946.2,227.9612,945.4032,224.519
29.08.2024_23.24.38,2,7693.306,28.8,-8.416519,31.99146,183.1742,99.7,98.60001,17.40813,-150.8029,-160.8796,53.8,56.9,-242.3828,15.94473,19.80469,-431.7491,61.17079,40.6,56.7,946.2,222.833,945.4032,228.6638
29.08.2024_23.29.38,0,7693.306,28.8,-6.604454,31.22107,160.536,95.7,93.9,12.34809,-97.80814,-106.4236,53.9,56.4,-209.0712,12.79514,17.33218,-374.8915,79.38477,46.2,57.2,946.2,229.9283,945.4032,223.4653
29.08.2024_23.34.38,2,0,0,-8.091003,38.72974,141.5979,90.50001,88.8,24.4213,-137.8472,-144.1985,52.2,54.1,-234.6788,16.15307,19.70486,-421.441,60.33529,43.7,54.1,946.2,231.8953,945.4032,223.114
29.08.2024_23.39.38,2,0,0,-7.024017,43.04832,124.9277,85.3,84.4,28.25159,-130.7075,-141.059,54.3,54.9,-226.8012,15.96788,20.33275,-420.0665,60.33529,40.8,55.8,946.2,231.6142,945.4032,223.7462
29.08.2024_23.44.38,128,0,0,-10.42028,46.53139,115.2597,81.1,80.5,33.69864,-117.0139,-128.1973,55.4,55.3,-218.7717,14.91319,18.4375,-397.4609,64.88281,39.4,56,946.2,231.6142,945.4032,228.5935
29.08.2024_23.49.38,128,0,0,-9.284576,46.64713,132.3676,84.8,83.9,28.28053,-117.4045,-128.588,56.9,55.7,-222.4392,14.307,17.97743,-394.5674,64.88281,40.4,57,946.2,227.8208,945.4032,236.4615
29.08.2024_23.54.38,128,654.9135,0,-10.43475,44.19488,192.4841,100.7,99.2,39.27228,-120.3559,-132.8559,61.8,59.2,-225.8029,15.09115,18.80787,-405.7798,64.89474,43.7,62.9,946.2,232.7383,945.4032,218.6882
29.08.2024_23.59.38,128,1760.438,0,-9.295425,47.57668,289.3229,130.7,126.9,49.9349,-112.7387,-122.3669,69.4,66,-216.4931,15.36748,19.25492,-400.9693,64.89077,47.4,70.2,946.2,227.891,945.4032,214.5435
30.08.2024_00.04.38,32,2348.671,0,-13.2921,68.95255,327.8754,143.1,141.7,53.63498,-112.3481,-119.184,74,71.2,-210.6771,15.40654,19.13194,-394.8929,60.53421,43.6,74.5,946.2,222.4818,945.4032,223.1842
30.08.2024_00.09.38,32,3167.932,0,-13.47656,92.2309,364.2795,145.4,145.4,95.98163,-115.4731,-124.2621,76.9,73,-217.1658,15.95052,19.61806,-404.8755,60.53421,45.3,77.6,946.2,225.5728,945.4032,226.1348
30.08.2024_00.14.38,32,4162.555,0,-12.86892,92.24175,416.2399,168.8,168.6,83.77098,-112.5651,-117.202,81.6,78,-210.0478,16.22396,20.10561,-402.8501,60.53421,42.8,82.2,946.2,221.2172,945.4032,223.676
30.08.2024_00.19.38,32,5157.132,0,-14.1927,92.24175,471.3831,187.9,188.5,62.89063,-117.8169,-132.2049,85.8,82.3,-219.2708,16.35851,20.01447,-412.3987,60.53421,43.5,87.4,946.2,221.2875,945.4032,221.7793
30.08.2024_00.24.38,64,6157.237,0,-10.36964,56.64786,488.9684,186.2,187.5,54.8792,-99.04514,-120.1534,84.5,83.4,-210.8073,15.68287,19.48351,-398.1481,63.87623,42.3,85.5,946.2,218.618,945.4032,213.7708
30.08.2024_00.29.38,64,7156.222,0,-8.713112,39.2759,473.4918,171.1,170.7,37.6917,-121.5061,-133.6371,75.9,75.8,-214.171,16.55237,19.9537,-405.5266,63.87623,42.2,73.5,946.2,226.5562,945.4032,211.4525
30.08.2024_00.34.38,0,7587.14,0,-9.725838,45.09549,340.2489,133.2,133.7,35.38412,-128.1033,-129.9913,63,68.3,-217.2743,15.80151,19.14352,-401.3672,63.88021,41.4,66.3,946.2,218.7585,945.4032,225.643
30.08.2024_00.39.38,16,7587.14,5.8,-9.628181,46.90393,276.87,115.2,116,26.04167,-111.2847,-121.9329,59.8,64.2,-211.2847,15.09549,18.9945,-389.8655,68.56301,43.1,62.8,946.2,227.329,945.4032,222.271
30.08.2024_00.44.38,16,7587.14,14.4,-9.913918,44.64338,249.736,109.6,109.8,27.36183,-108.8976,-119.8929,57.2,61.9,-210.612,15.57002,19.35619,-395.2908,68.56301,43,61.7,946.2,230.6308,945.4032,219.461
30.08.2024_00.49.38,2048,7587.14,23.2,-10.04051,44.64338,230.6387,105.1,105,27.53906,-110.6771,-119.8929,56.7,60.2,-211.9141,15.39063,19.19994,-395.3632,68.56301,43.4,59.8,946.2,224.519,945.4032,217.8453
30.08.2024_00.54.38,2048,7587.14,32.4,-7.429108,44.91464,221.0503,101.5,101.3,35.56496,-111.3281,-119.7049,55.3,58.5,-215.7986,15.10706,18.93953,-396.2673,68.57096,42.8,58.5,946.2,229.296,945.4032,217.6345
30.08.2024_00.59.38,2,7587.14,34.6,-9.628181,38.55613,228.0129,102,101.4,30.89916,-119.9002,-131.2645,58.2,59.8,-213.9974,17.91233,21.88223,-423.9005,65.07777,50.4,61.6,946.2,229.2258,945.4032,233.9325
30.08.2024_01.04.38,0,0,0,-5.971497,29.45963,186.6356,90.9,90.2,14.06612,-94.87845,-107.0891,55.4,57.7,-200,14.69329,18.45631,-376.6276,79.16196,52.2,56.3,946.2,229.9985,945.4032,233.5813
30.08.2024_01.09.38,0,0,0,-9.765625,53.32393,152.0616,84.4,83.7,31.63339,-101.4757,-112.4421,54.1,55.3,-214.9523,13.84549,17.92679,-387.0081,70.03111,44.6,56,946.2,232.3167,945.4032,222.6222
30.08.2024_01.14.38,128,0,0,-9.957321,47.44647,129.1848,81.1,80.7,30.96788,-115.6033,-121.2239,55.4,55.2,-217.7951,15.01302,18.87442,-398.1843,64.6998,39.8,55.5,946.2,225.362,945.4032,216.2295
30.08.2024_01.19.38,128,0,0,-10.47454,42.47685,125.2459,80.2,79.8,28.09607,-119.7049,-129.1811,56,55,-222.526,15.05932,18.73553,-401.4396,64.70377,40,55.8,946.2,232.2465,945.4032,233.1597
30.08.2024_01.24.38,128,687.1727,0,-9.798172,42.85301,201.1972,97.6,95.8,42.58898,-121.1588,-133.3767,60.8,58.3,-223.7413,15.53241,19.32292,-409.4691,64.6998,42.1,61.4,946.2,225.0108,945.4032,227.6803
30.08.2024_01.29.38,128,1691.251,0,-9.675201,46.0612,279.456,125.7,122.3,51.63122,-114.2795,-125.6944,66.2,62.7,-218.8802,16.02141,19.93634,-410.0116,64.69582,41.6,66.3,946.2,223.957,945.4032,231.1927
30.08.2024_01.34.41,32,2700.184,0,-13.21614,77.34737,353.6964,143.8,141.9,92.96513,-119.0321,-128.3275,73.5,68.8,-219.0972,16.47859,20.2908,-414.7136,60.26765,40.8,75.4,946.2,220.3743,945.4032,206.8862
30.08.2024_01.39.38,32,3687.846,0,-13.53082,92.29962,446.875,172.4,171.6,100.1591,-117.4045,-125.1302,82,77.5,-214.0191,16.89525,20.64525,-412.7966,60.25969,40.9,84.2,946.2,215.0353,945.4032,215.9485
30.08.2024_01.44.38,32,4686.225,0,-13.2053,92.30324,495.9708,190.3,190.5,89.97034,-118.8585,-121.8316,86.8,83.4,-210.829,16.84028,20.54543,-407.95,60.26765,41,87.90001,946.2,221.4983,945.4032,208.8533
30.08.2024_01.49.38,32,5682.668,0,-13.41145,92.31048,504.1269,186,186.5,85.7458,-114.9088,-119.6759,88.00001,83.4,-205.5556,16.77373,20.46152,-403.1395,60.26765,44.3,85.3,946.2,216.7213,945.4032,217.6345
30.08.2024_01.54.38,64,6688.202,0,-10.03327,58.31525,476.2768,171.8,172.3,63.37891,-109.6571,-112.2251,80.5,79.5,-201.3021,16.65365,20.36314,-395.327,63.79666,42.4,77.2,946.2,220.1635,945.4032,221.2875
30.08.2024_01.59.38,0,7488.869,0,-9.70414,46.39395,395.5512,146.2,146.3,38.70081,-117.079,-121.0069,69.3,71.5,-205.1216,16.24711,19.81337,-394.9653,63.7887,40.2,67.9,946.2,226.205,945.4032,220.2337
30.08.2024_02.04.38,16,7488.869,3.2,-10.48539,52.0761,302.1738,119.2,120.2,15.24523,-97.00519,-105.5411,64.7,66.4,-199.0885,15.23438,19.02778,-379.6296,69.76852,42.2,64.9,946.2,229.3663,945.4032,223.0437
30.08.2024_02.09.38,16,7488.869,11.6,-10.1237,45.99971,268.9128,113.1,113.6,31.31149,-109.592,-117.3466,61.5,63.5,-207.0964,15.36892,19.05816,-387.9847,69.77647,42,62.4,946.2,219.742,945.4032,224.4487
30.08.2024_02.14.38,2048,7488.869,20.4,-9.863281,44.17318,246.4735,108.6,108.7,22.29094,-107.1181,-119.1406,58.9,61.1,-209.8524,14.95804,18.87876,-389.3953,69.77647,41.1,60.1,946.2,229.296,945.4032,225.7835
30.08.2024_02.19.38,2048,7488.869,27.2,-9.664352,43.86213,243.8079,106.9,106.6,19.87847,-108.9193,-119.7338,59.4,61,-210.4167,15.12731,18.83102,-390.842,69.78443,45.5,61.7,946.2,228.3125,945.4032,218.2668
30.08.2024_02.24.38,0,7488.869,30.8,-9.530525,45.15697,238.7153,105.5,105.2,32.81612,-110.3733,-119.1262,57.9,61.1,-209.9609,15.28646,19.1305,-392.7228,69.78443,45.9,62.1,946.2,228.8042,945.4032,228.5935
30.08.2024_02.29.38,0,0,0,-6.098091,30.03834,195.2691,92.6,92,7.664207,-96.52777,-107.6967,55.1,57.7,-201.02,14.95804,18.62703,-378.7978,78.64873,50.3,55.7,946.2,228.6638,945.4032,228.453
30.08.2024_02.34.38,8,0,0,-9.733078,68.11704,160.1779,85.4,85.2,30.7581,-84.3316,-95.73206,53.6,54.7,-194.9436,14.47338,18.53588,-370.081,74.27228,41.4,54.2,946.2,232.4572,945.4032,218.6882
30.08.2024_02.39.38,4,0,0,-7.479744,68.29427,123.4556,78.5,78.4,36.08579,-78.47223,-89.75693,55.1,54.7,-188.6284,15.09693,18.96412,-368.8513,78.77604,46.8,56.6,946.2,228.9447,945.4032,231.1927
30.08.2024_02.44.38,128,0,0,-9.649887,49.99277,106.9444,73.60001,73.5,36.99363,-114.388,-121.8895,53.1,53.4,-215.7769,15.93605,18.69213,-394.3142,64.23828,41.4,53.3,946.2,227.61,945.4032,236.9532
30.08.2024_02.49.38,128,0,0,-9.46904,49.34534,110.7241,74.8,74.6,26.2406,-117.8169,-125.0868,55.1,54.5,-221.7665,14.89149,18.52865,-400.0289,64.2343,40.4,55.4,946.2,231.4738,945.4032,227.8208
30.08.2024_02.54.38,128,132.121,0,-9.035011,43.9417,105.8304,73.5,73.2,33.43822,-120.5946,-129.702,54.8,54.2,-222.092,15.52083,19.30122,-407.0819,64.22635,39.8,54.7,946.2,229.2258,945.4032,238.3582
30.08.2024_02.59.38,128,1130.841,0,-10.26476,42.78429,228.8882,104.5,101.4,42.95066,-121.0069,-133.261,61.4,58.4,-224.3273,15.61343,19.58044,-412.254,64.23828,40.4,61.7,946.2,225.924,945.4032,221.8495
