SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
27.02.2024_18.20.04,2048,7937.012,16.1,-12.99551,49.38513,259.7222,122.9,124.2,35.69155,-88.08594,-118.6053,61.1,60.5,-226.2587,16.12992,20.59607,-396.1589,69.69691,41.1,60.6,946.2,224.4487,945.4032,220.304
27.02.2024_18.25.04,256,7937.012,18.7,-7.40741,31.19213,241.862,119.7,120.7,21.0829,-79.55731,-111.8489,61.1,60.4,-228.4722,14.41696,18.92072,-387.4059,74.74175,42.5,60.6,946.2,225.5025,945.4032,232.949
27.02.2024_18.30.04,0,0,0,-6.517647,35.02604,193.2943,102.3,103.8,17.15495,-65.88544,-100.7523,56.1,56.4,-216.9705,14.72801,19.0162,-378.0743,78.97895,45,54.4,946.2,231.6845,945.4032,233.5813
27.02.2024_18.35.04,128,0,0,-11.32089,55.38918,153.6241,93,93.7,37.15278,-75.80292,-106.9589,56.1,54.7,-226.1719,14.15654,18.54311,-382.8849,69.20754,40.3,54.7,946.2,236.602,945.4032,231.4035
27.02.2024_18.40.04,128,0,0,-12.13108,55.42173,128.2118,89,89,33.75651,-71.875,-107.9716,55.6,53.6,-226.7361,14.14497,18.52865,-381.4019,69.20754,38.9,53.2,946.2,233.8622,945.4032,236.7425
27.02.2024_18.45.04,128,0,0,-12.02257,48.44473,119.7049,87.4,86.8,23.47367,-72.1571,-109.9826,55.7,53.7,-229.8611,14.12037,18.65017,-384.0422,69.21152,40.4,54.8,946.2,240.3955,945.4032,236.2507
27.02.2024_18.50.04,128,863.614,0,-11.84895,44.78443,239.5182,116.2,112.4,24.98192,-81.55383,-114.5978,61.8,58,-229.9262,15.18085,19.59491,-396.8823,69.20754,41.5,60.7,946.2,229.7175,945.4032,225.4323
27.02.2024_18.55.03,128,1863.822,0,-11.46557,48.71962,364.1927,152.2,148.6,27.95139,-74.15363,-112.1383,67.8,62.8,-223.7196,16.0923,20.18374,-397.895,69.19162,41,66,946.2,231.1225,945.4032,221.8495
27.02.2024_19.00.04,32,2865.893,0,-15.77691,65.71181,412.3698,173.6,171.6,60.76389,-98.04688,-130.2373,77.4,70.9,-237.5434,16.45689,20.9375,-414.3519,60.30346,41.3,76.3,946.2,226.8372,945.4032,221.3578
27.02.2024_19.05.04,32,3866.733,0,-15.42969,64.74971,417.7517,183.1,183.8,37.72425,-81.68402,-124.5081,81.9,75.7,-234.3316,16.11979,20.76678,-407.1542,60.26765,42.7,78,946.2,226.0645,945.4032,228.1017
27.02.2024_19.10.04,32,4867.626,0,-15.35011,58.96267,412.5651,174.2,177.3,57.12891,-96.78818,-130.5989,81,75.3,-237.2396,15.90133,20.18374,-406.1415,60.28357,43.5,77,946.2,223.8165,945.4032,214.5435
27.02.2024_19.15.04,32,5871.916,0,-15.96861,63.11126,439.0625,176.1,178.2,54.0654,-107.6389,-137.6736,79.8,76.1,-244.8784,15.72049,20.21846,-411.6754,60.28754,44.3,77.9,946.2,223.5355,945.4032,214.0517
27.02.2024_19.20.05,64,6879.729,0,-10.32986,43.92723,465.9505,175.6,176.9,12.21426,-75.10852,-118.287,75.8,72.9,-226.0634,15.57581,19.99277,-394.8206,68.75,46.9,71.7,946.2,230.2092,945.4032,229.7878
27.02.2024_19.25.04,64,7800.175,0,-8.582901,44.28168,429.4922,159.2,160.8,38.64294,-96.96182,-117.853,66.5,66.8,-228.1467,15.03183,19.4401,-390.8058,68.73807,41.6,64.4,946.2,232.5978,945.4032,217.3535
27.02.2024_19.30.04,0,8297.67,0,-9.877747,37.33362,369.3359,141.9,142.7,27.35822,-90.40799,-122.9745,64.2,64.7,-231.3368,14.87992,19.3967,-393.2292,68.74204,46.6,65.5,946.2,223.0437,945.4032,219.8825
27.02.2024_19.35.04,16,8297.67,5.2,-10.17072,41.97049,298.5026,126.1,127.4,29.33666,-75.02173,-107.9283,61.7,62.7,-219.5096,15.28646,19.33739,-384.838,74.32002,44.9,62.6,946.2,222.552,945.4032,230.2092
27.02.2024_19.40.04,16,8297.67,11.4,-9.288193,41.38816,276.8229,123,123.6,29.11965,-76.97479,-107.364,60.9,61.4,-220.6163,14.77575,18.83681,-380.8956,74.32002,45.5,61.5,946.2,229.6472,945.4032,228.9447
27.02.2024_19.45.04,0,8297.67,15.6,-9.646263,38.95399,268.4462,122.2,122,24.62023,-85.8941,-116.4786,61.3,61.5,-230.4471,15.13455,19.51534,-393.9526,71.43555,46.6,61.7,946.2,228.2422,945.4032,219.1097
27.02.2024_19.50.04,0,8297.67,15.6,-7.038483,31.36574,220.7248,110,110.2,16.42072,-67.05731,-104.456,58.6,59.5,-215.191,14.9103,19.09722,-379.2318,78.68851,49.6,58.7,946.2,232.0358,945.4032,225.9942
27.02.2024_19.55.04,2,0,0,-12.63383,55.13599,177.3654,96.7,97.5,46.92202,-102.0182,-126.5191,55.6,55.6,-234.9609,16.95457,21.56395,-413.1221,60.61777,43,55.4,946.2,232.5275,945.4032,232.2465
27.02.2024_20.00.05,128,0,0,-11.63556,45.45356,144.5963,91.5,91.8,29.31858,-77.25696,-112.066,56,54.7,-228.9063,14.03646,18.5952,-383.6806,69.03248,40.6,54.4,946.2,236.6722,945.4032,226.1348
27.02.2024_20.05.04,128,150.9009,0,-12.44213,42.75174,141.4497,92.4,92,25.92231,-83.15973,-117.9832,57.9,56.3,-232.1832,15.08391,19.21152,-394.4951,69.02054,44.7,57.9,946.2,238.7095,945.4032,229.5067
27.02.2024_20.10.04,128,1147.402,0,-9.993484,39.54716,277.1701,124.2,121,11.00622,-71.70135,-113.6574,62.1,59.6,-229.4922,15.5599,19.98409,-400.2822,69.0285,43,62,946.2,228.3828,945.4032,236.8128
27.02.2024_20.15.04,32,2149.99,0,-14.29398,58.29716,337.2179,139.9,137.2,34.36053,-89.45313,-129.1088,65,61.7,-231.901,17.11227,21.52778,-413.3753,61.64026,40.8,63.6,946.2,232.387,945.4032,238.6393
27.02.2024_20.20.04,32,3153.707,0,-13.91059,53.19372,378.0816,160,157.6,43.5583,-101.3455,-131.8142,74.7,68.3,-243.2943,15.94907,20.3805,-416.6667,60.37507,42.5,72,946.2,225.2917,945.4032,226.1348
27.02.2024_20.25.04,32,4154.325,0,-13.95399,53.8737,424.6311,177.1,175.9,40.33203,-97.85156,-132.6534,78.4,73.2,-239.1276,16.65654,20.85359,-417.6071,60.36712,43.1,77.1,946.2,229.6472,945.4032,220.2337
27.02.2024_20.30.05,32,5151.853,0,-14.19633,55.42535,461.2847,189.7,188.9,45.89844,-94.55295,-128.342,81,76.60001,-237.283,16.54803,20.76389,-414.5327,60.37906,43.4,79.6,946.2,224.3785,945.4032,225.7133
27.02.2024_20.35.04,64,6147.253,0,-9.960938,41.3303,474.9349,186.8,188.5,37.02257,-101.1068,-126.8229,81.3,77.3,-236.3498,15.93171,19.93924,-406.8649,65.22895,44.6,78.7,946.2,224.1678,945.4032,221.9197
27.02.2024_20.40.04,64,7141.897,0,-10.15987,41.60518,467.4045,171,173.4,32.80165,-96.11545,-122.3524,70.1,69.9,-229.7092,16.03443,20.21991,-400.9693,68.61472,42.2,67.4,946.2,226.9778,945.4032,219.6718
27.02.2024_20.45.04,64,8084.337,0,-9.989876,40.91435,413.1076,152.7,154.6,43.2364,-108.7022,-122.309,64.5,63.7,-233.3333,15.44705,19.78588,-398.4013,68.61472,41.1,61,946.2,224.519,945.4032,235.6185
27.02.2024_20.50.04,16,8253.865,0.6,-9.986259,40.23438,325.4123,130.3,132.1,28.88093,-90.84201,-119.5746,62.3,62.4,-231.684,14.54427,18.78038,-388.9974,70.17036,47.7,62.7,946.2,231.7547,945.4032,224.8
27.02.2024_20.55.04,16,8253.865,7.4,-9.96817,41.87645,280.2951,120,121.4,31.27532,-75.49915,-106.4815,59.5,59.8,-218.2943,15.2474,19.35619,-384.187,74.71788,44.4,59.9,946.2,232.1763,945.4032,224.8703
27.02.2024_21.00.04,0,8253.865,13.3,-9.740303,38.95037,272.9601,119.7,120.2,22.989,-72.69965,-105.9607,61,60.2,-220.2691,14.90885,19.24624,-382.7401,74.70993,48.4,60.6,946.2,236.883,945.4032,218.6882
27.02.2024_21.05.03,256,8253.865,13.3,-6.980614,34.23394,224.2838,107.9,108.5,19.83145,-66.14587,-103.2552,57.7,58.3,-216.5799,15.16348,19.15799,-381.4019,78.66067,48.6,58.3,946.2,229.858,945.4032,228.734
27.02.2024_21.10.04,2,0,0,-13.90697,58.05122,182.0963,94.8,95.6,40.8167,-93.29428,-128.0092,54.3,54.9,-232.0313,17.82407,21.92708,-416.1965,60.80476,43.3,53.8,946.2,227.61,945.4032,232.1763
27.02.2024_21.15.04,2,0,0,-12.13831,49.94575,145.2257,88.00001,89,37.91956,-102.1267,-134.9248,56.4,54.2,-250.2387,15.31973,19.71065,-415.5093,60.80078,40.4,53.6,946.2,234.4242,945.4032,219.8825
27.02.2024_21.20.10,128,0,0,-9.299049,41.81858,120.7465,84.2,84.8,23.94748,-78.92792,-113.1944,55,52.8,-234.3967,13.11777,17.66204,-383.572,69.33485,40,52.7,946.2,240.8872,945.4032,231.6142
27.02.2024_21.25.04,128,111.7396,0,-9.440109,46.63628,137.6736,89.6,88.7,25.10127,-79.0365,-109.3171,57,54.5,-232.4436,14.15654,18.614,-388.2379,69.33087,42.7,56,946.2,231.1927,945.4032,234.635
27.02.2024_21.30.05,128,1172.303,0,-9.801796,38.15828,295.3776,123,118.6,26.29123,-86.263,-121.1371,62.7,57.9,-235.7639,15.33999,19.92766,-403.2841,69.33087,41.7,59.9,946.2,236.1805,945.4032,228.0315
27.02.2024_21.35.04,32,2222.81,0,-14.95587,55.38194,403.0382,148.5,144.4,42.1224,-101.5625,-135.4311,69.8,64.3,-243.2943,17.26563,21.7202,-423.0324,61.40951,47.8,69.3,946.2,232.5978,945.4032,226.486
27.02.2024_21.40.04,32,3194.552,0,-15.41522,51.31293,427.1701,173.1,169.7,53.43243,-117.513,-141.7101,75.7,68.9,-248.0469,16.04167,20.41667,-421.4771,61.40155,42,71.3,946.2,222.271,945.4032,223.957
27.02.2024_21.45.05,32,3384.344,0,-13.79485,48.46282,314.5182,149.3,150.4,44.52763,-113.6502,-143.0266,69.9,66.4,-248.8498,15.54832,20.02893,-415.5454,61.40951,42.3,66.3,946.2,229.2258,945.4032,224.8703
27.02.2024_21.50.05,32,4382.274,0,-14.00101,50.71976,358.3984,156.3,154.8,43.02662,-112.2396,-144.7483,72.7,67.6,-252.5174,15.27199,19.74537,-417.5709,61.40951,45.1,69.9,946.2,230.2795,945.4032,224.8703
27.02.2024_21.55.04,32,5375.612,0,-13.74421,50.72338,432.5521,180.5,177.2,49.51534,-113.5851,-143.07,75.10001,70.8,-249.6528,15.13165,19.68605,-415.4008,61.40155,41.5,72.7,946.2,225.2215,945.4032,217.4238
27.02.2024_22.00.04,64,6372.853,0,-9.649887,39.8763,459.9609,185.8,184.1,32.46528,-93.16406,-123.9149,72.2,70.6,-233.2682,15.12442,19.67593,-402.3799,68.78183,40.4,69.3,946.2,228.3828,945.4032,222.0603
27.02.2024_22.05.04,64,7369.514,0,-10.40943,42.11878,462.8038,170.8,171.2,34.85605,-93.4245,-121.7159,67.2,64.9,-230.5556,15.37616,19.87703,-397.7864,68.78183,42,63.5,946.2,229.9283,945.4032,222.833
27.02.2024_22.10.04,0,7717.646,0,-10.15263,42.32494,389.6484,148.6,149.8,47.432,-100.5208,-120.1678,62,61.8,-230.1432,14.71499,18.90046,-389.9378,68.77785,41.6,60.9,946.2,231.6142,945.4032,228.9447
27.02.2024_22.15.05,16,7717.646,5.4,-10.01881,41.49667,316.3195,127.8,128.6,32.52676,-77.38715,-110.0261,59.9,60,-222.2005,14.64844,19.13918,-383.7167,74.48712,44.2,60.2,946.2,227.891,945.4032,233.9325
27.02.2024_22.20.04,16,7717.646,13,-10.30816,41.50029,295.0304,123.4,123.7,31.81785,-78.62415,-109.8524,60.1,59.4,-223.5677,14.77141,18.94965,-384.3316,74.4911,45.6,60.1,946.2,235.6888,945.4032,231.6142
27.02.2024_22.25.04,2048,7717.646,20.3,-9.87413,37.21065,275.8246,120.3,120.1,29.04007,-91.51474,-125.0434,59.1,59.1,-232.3568,14.46181,18.59086,-390.5165,69.96347,44.2,59,936.9173,223.957,936.0807,228.9447
27.02.2024_22.30.04,2048,7717.646,27.9,-9.953705,37.08406,254.7309,114.4,113.9,25.77402,-89.3663,-121.8895,58.3,58,-234.8524,14.01331,18.43461,-388.4548,69.96347,44,58.2,929.5469,227.891,929.0688,234.1432
27.02.2024_22.35.04,2048,7717.646,35.3,-9.812645,37.08767,243.4679,110.9,109.6,21.30715,-85.9375,-122.4103,57.7,57.2,-231.0981,14.54716,18.94821,-389.6484,69.96347,43.8,57.6,929.6265,227.329,929.0688,218.2668
27.02.2024_22.40.05,256,7717.646,38.4,-9.606483,39.8329,227.4957,106.1,105.4,25.69806,-88.69357,-120.5584,57.2,56.8,-232.921,13.61835,17.90654,-384.1508,69.96347,45.7,57.3,928.6306,221.99,927.9135,218.7585
27.02.2024_22.45.06,0,0,0,-6.781685,32.67506,184.3967,94.10001,93.7,17.70472,-71.28906,-105.136,53.9,54.5,-219.6615,14.71644,19.06395,-381.5828,79.27336,47.4,53.9,946.2,238.0772,945.4032,231.8953
27.02.2024_22.50.05,2,0,0,-12.03704,53.09245,149.8047,86.8,86.9,36.99002,-90.9288,-125.2604,53.3,52.3,-236.8707,15.54688,19.77431,-403.5374,61.47316,41.6,52.8,941.1802,229.4365,940.1841,232.106
27.02.2024_22.55.05,128,0,0,-9.942856,47.4537,123.1554,81.9,82.2,26.77228,-74.6745,-111.5307,54.4,52.6,-228.4288,14.19705,18.54167,-385.5975,68.87334,40.5,52.5,946.2,232.949,945.4032,225.643
27.02.2024_23.00.05,128,0,0,-9.877747,47.46817,106.0981,78.7,78.6,27.45226,-75.99823,-111.0822,54.3,52.2,-229.7526,14.15799,18.59664,-384.5125,68.87334,41.1,52.6,946.2,235.2672,945.4032,234.7755
27.02.2024_23.05.06,128,0,0,-9.790947,47.45008,94.37934,75,74.5,27.51375,-76.58417,-111.8056,53.8,51.8,-230.23,14.50087,18.86429,-389.0336,68.85742,40.2,52.1,946.2,235.1267,945.4032,236.9532
27.02.2024_23.10.06,128,0,0,-10.21774,44.61444,86.17622,71.2,70.8,23.23857,-76.69275,-111.1979,53.4,51.3,-230.2734,14.49508,18.73409,-388.925,68.87334,41.4,51.8,946.2,236.4615,945.4032,223.5355
27.02.2024_23.15.04,128,86.88654,0,-10.06221,50.66551,96.18056,72.7,71.5,27.31482,-75.41229,-108.2899,53.9,51.4,-229.0581,14.10156,18.51997,-384.5125,68.85344,42.2,52.6,946.2,235.6888,945.4032,230.9117
27.02.2024_23.20.05,128,1089.807,0,-9.411171,37.21426,254.6441,105,100.4,21.13715,-86.95746,-121.9184,59.7,55,-236.6753,15.22135,19.39091,-401.548,68.8614,42.5,56.9,942.1363,228.172,941.3395,231.4738
27.02.2024_23.25.06,32,2095.402,0,-14.1059,57.07104,353.6892,137.2,131.1,28.7037,-82.35675,-118.7934,63.8,59.1,-233.5286,15.8724,20.19965,-406.2138,65.9252,42.4,62.3,946.2,229.0853,945.4032,232.5275
27.02.2024_23.30.04,32,3092.439,0,-14.03718,51.39613,399.9566,162.9,158.2,40.76606,-106.8793,-139.1059,72.1,65.7,-252.3871,15.49769,20.14902,-421.1878,60.45464,39.5,70.1,945.7219,228.5935,944.8455,223.5355
27.02.2024_23.35.04,32,4094.671,0,-13.72251,52.14482,455.9679,186.7,182.1,5.389178,-94.59637,-137.9485,77.6,71,-242.8386,16.15451,20.61053,-419.9219,60.44668,39.7,74.3,945.7219,223.2545,944.8455,221.428
27.02.2024_23.40.04,32,5099.736,0,-13.99739,50.94401,487.1094,192.6,189.9,60.91218,-133.941,-148.7847,78.2,71.8,-252.2353,15.97222,20.42969,-424.443,60.44271,40,72.7,945.7219,226.3455,944.8455,228.5935
27.02.2024_23.45.04,64,6094.205,0,-9.183304,36.05686,494.5747,193.1,190.9,32.66782,-129.5356,-150.6655,76.60001,71.2,-253.6458,15.90423,20.31105,-421.6942,61.94662,39.3,71.9,945.7219,218.1263,944.8455,216.7213
27.02.2024_23.50.04,64,7088.661,0,-9.8452,39.74609,483.9193,179.5,178.4,19.88932,-92.12241,-127.3148,66.6,63.8,-237.2613,15.67998,19.99566,-403.899,68.97678,38.2,61.6,945.7219,225.8537,944.8455,223.676
27.02.2024_23.55.04,64,8084.431,0,-10.15987,39.74248,472.4609,169.6,168.1,26.35995,-97.28732,-129.5573,62.9,61,-237.2179,15.52517,20.14323,-406.2138,68.98076,38,61.3,945.7219,233.0192,944.8455,227.1885
28.02.2024_00.00.05,0,8638.751,0,-9.884987,39.72078,393.3811,150.7,149.2,30.35301,-99.67447,-127.1267,59.1,58.8,-234.5269,15.19242,19.82784,-400.897,68.9728,40.6,58.8,945.7219,232.3167,944.8455,221.709
28.02.2024_00.05.07,16,8638.751,4.2,-9.928391,38.62124,305.9679,129.5,128,25.37977,-83.76733,-117.9977,56.7,57.6,-228.0165,14.88281,19.28964,-390.8782,73.98184,42,56.9,946.2,233.23,945.4032,235.8293
28.02.2024_00.10.04,16,8638.751,10.1,-10.02242,38.62124,271.5712,122.9,121,20.31612,-79.90448,-114.945,56.3,56.7,-228.9931,15.21846,19.60503,-393.41,73.98184,43.4,57,946.2,228.9447,945.4032,231.9655
28.02.2024_00.15.04,0,8638.751,14.2,-9.736687,36.5596,250.0217,118.2,115.8,22.6888,-88.12933,-124.5081,55.8,56,-235.1996,15.25608,19.39381,-399.3417,73.98184,44.3,56.1,946.2,239.2715,945.4032,231.544
28.02.2024_00.20.04,256,8638.751,14.2,-6.893806,31.67679,204.9479,106,104.6,14.48568,-72.63452,-109.5197,54.4,54.4,-225.6944,14.36343,18.83681,-384.0784,79.01476,46.3,53.7,946.2,229.1555,945.4032,237.726
28.02.2024_00.25.03,2,0,0,-13.86357,61.51982,167.4479,93.2,92.6,37.85446,-92.10068,-125.9549,51.6,51,-230.7726,17.24248,21.6956,-412.688,59.6828,41.4,50.8,946.2,237.3747,945.4032,236.5318
28.02.2024_00.30.04,8,0,0,-9.201393,45.0123,131.1415,85.1,86.3,30.87023,-93.38107,-123.9728,55.6,53.1,-247.0269,13.42159,17.98032,-393.41,65.40003,41.7,54.4,945.8414,240.0443,944.8455,231.544
28.02.2024_00.35.05,128,3.974108,0,-9.096497,41.34838,125.5208,84.9,84.9,15.01013,-79.57898,-112.3698,54.7,52.3,-230.7292,14.85388,19.06684,-393.1568,69.21549,41.1,52.9,946.2,234.1432,945.4032,240.4658
28.02.2024_00.40.05,128,1011.109,0,-9.903069,38.057,259.9175,114.6,110.3,14.47483,-82.8559,-116.4641,59.8,55.3,-236.4366,15.50058,19.96672,-403.9714,69.21549,41,57.40001,945.8414,229.577,944.8455,234.354
28.02.2024_00.45.05,128,2008.201,0,-10.30816,40.61053,340.4297,139.9,133.9,18.99233,-83.59375,-119.7338,64.9,59.2,-234.375,16.17766,20.39207,-407.7329,69.21947,44.2,62.2,946.2,228.5233,945.4032,231.1927
28.02.2024_00.50.05,32,3005.589,0,-13.44402,53.16117,417.0573,168.5,163.2,35.35156,-94.66144,-128.4578,73.7,66.4,-239.2795,16.63628,21.31511,-420.2474,61.41746,42.4,71.10001,945.8812,223.114,945.3633,231.0522
28.02.2024_00.55.04,32,4003.829,0,-13.97569,56.36936,468.2726,192,187.2,35.91941,-88.10764,-124.8553,80.60001,71.8,-234.0929,16.83883,21.17621,-415.7263,61.41746,43.3,75.2,946.2,222.3412,945.4032,224.6595
28.02.2024_01.00.04,32,5007.146,0,-13.71166,56.36574,495.2257,196.2,193,37.8002,-94.0538,-126.8084,80.8,74.4,-232.8125,16.57118,21.21817,-410.1201,61.41348,43.3,76.60001,946.2,227.6803,945.4032,212.7872
28.02.2024_01.05.04,64,6009.261,0,-14.24696,57.96803,503.3203,196.9,195.3,36.4511,-94.76996,-127.6186,79.4,75.3,-232.0096,16.38165,21.06192,-410.7349,61.42144,41.5,77.3,945.961,230.2795,945.4032,224.8
28.02.2024_01.10.04,64,7005.018,0,-10.03689,42.75897,494.7266,184.9,184.2,41.71007,-96.37589,-111.1545,71,69.8,-218.533,15.66985,20.43258,-392.1802,69.35474,41.9,68.5,946.2,230.9117,945.4032,216.8617
28.02.2024_01.15.04,64,7999.585,0,-10.15263,42.75897,486.6754,174.2,172.6,32.17593,-87.00085,-116.2037,69.60001,66.6,-226.02,15.42535,20.04485,-392.7228,69.35873,40.8,66,945.961,225.362,945.4032,221.99
28.02.2024_01.20.04,16,8258.466,0.1,-9.244797,44.38657,384.0712,150.1,149,27.90075,-77.8429,-110.6626,65.3,63.8,-223.6111,14.89873,19.40249,-387.1528,70.28176,43.5,62.9,946.2,229.9985,945.4032,227.329
28.02.2024_01.25.04,0,8258.466,6.1,-9.92115,40.6901,309.8307,130.7,129.8,27.04355,-73.84985,-104.8322,62.6,60.8,-218.8802,15.43114,19.47338,-383.9337,73.83066,42.8,60.1,946.2,232.7383,945.4032,227.5397
28.02.2024_01.30.04,2,8258.466,6.1,-11.66088,40.95776,252.8212,119.6,119.3,21.28183,-123.7196,-156.1053,60.8,58.3,-259.6354,17.62442,21.76794,-436.8489,59.50774,40.3,57.9,946.2,228.1017,945.4032,222.4115
28.02.2024_01.35.04,16,8258.466,10.8,-9.8452,38.28487,224.0017,111,111,19.75911,-84.89587,-118.7934,57.3,56.3,-233.5286,13.87731,18.71817,-389.8293,74.48315,42.3,55.8,946.2,236.04,945.4032,227.2587
28.02.2024_01.40.04,256,8258.466,12.9,-7.143372,31.64424,213.1076,107.3,107.1,4.893663,-66.64496,-106.5393,55.8,55,-220.204,14.17245,18.84983,-380.6785,78.83572,45.5,54.5,946.2,234.8457,945.4032,235.5482
28.02.2024_01.45.05,2,0,0,-7.269966,47.11733,175.6293,94.8,95.1,8.047599,-66.44965,-104.4416,52.2,52.2,-224.5443,15.43548,19.68605,-390.2633,78.42593,44,50.9,946.2,239.412,945.4032,226.1348
28.02.2024_01.50.04,2,0,0,-12.17809,48.40495,140.6684,86.3,88.60001,30.53747,-104.4705,-137.717,54.2,52.3,-252.2353,15.65683,19.81337,-418.7283,59.98915,38.3,52.8,944.1284,229.5067,943.6104,233.3705
28.02.2024_01.55.05,128,0,0,-9.787331,45.00506,117.4696,81.9,84.2,19.94719,-80.46875,-113.8744,53.4,51.6,-231.25,14.23756,18.6849,-391.4569,68.65849,37.2,51.4,946.2,234.8457,945.4032,236.2507
28.02.2024_02.00.05,128,0,0,-12.42767,46.39395,104.8177,78.9,80.60001,21.65799,-74.41406,-109.4184,52.3,50.6,-228.4071,14.16377,18.7746,-385.7784,68.65849,37.8,50.6,946.2,235.0565,945.4032,234.0028
28.02.2024_02.05.04,128,577.7411,0,-10.05498,35.70963,182.9427,94.4,94.10001,3.450521,-86.37152,-122.0341,56.5,53.1,-238.1728,14.92188,19.11169,-400.7161,68.65451,41,54.7,944.4869,232.8085,943.6901,225.8537
28.02.2024_02.10.04,128,1577.024,0,-10.06221,36.99002,321.2022,128.7,125.3,10.2105,-85.026,-121.0214,61.3,55.4,-236.3932,15.59173,19.68605,-405.3819,68.65451,40.6,58.2,944.4869,236.3913,943.6901,232.668
28.02.2024_02.15.04,32,2575.02,0,-13.85995,50.88252,359.0278,148.5,145.9,26.66016,-104.6224,-137.4277,69.2,62.4,-249.0017,15.90856,20.51939,-419.0538,60.1841,43.3,66.6,944.7657,227.3992,943.6901,232.668
28.02.2024_02.20.05,32,3577.524,0,-13.83825,51.08868,409.7222,170.5,167.7,32.83059,-106.0764,-134.5197,78.2,67,-244.8568,15.59751,20.19965,-415.4008,60.19603,43.6,70.3,944.7657,230.7713,943.7299,232.4572
28.02.2024_02.25.04,32,4578.452,0,-13.82378,53.9822,458.7456,189.3,186.5,33.72396,-100.3255,-131.25,80.2,70.9,-238.52,16.33391,20.625,-415.3284,60.16818,41.6,74.1,944.7657,222.9735,943.6901,228.3125
28.02.2024_02.30.04,32,5581.426,0,-13.39699,53.57711,488.7587,192.5,190.7,39.44227,-108.3984,-133.3333,77.8,72.4,-244.2057,15.77402,20.53819,-415.1115,60.17614,39.9,73.7,944.7657,222.6222,943.6901,220.304
