SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
16.10.2024_17.25.00,32,2787.673,0,-13.33912,90.61415,335.395,156.6,156.1,103.3818,-108.355,-115.1331,74,76.60001,-212.9774,16.40625,19.91319,-397.2801,59.80613,45.2,83.2,946.2,225.2215,945.4032
16.10.2024_17.30.00,32,3791.497,0,-12.86169,90.61415,400.4051,177.8,178.5,103.3818,-109.8307,-114.077,77.2,82.8,-212.0226,16.36864,20.11285,-396.2312,59.80613,42.8,88.60001,946.2,230.2795,945.4032
16.10.2024_17.35.00,32,4788.669,0,-12.98828,90.61415,427.4993,184,186.4,103.3818,-107.6172,-111.5162,79.10001,85.8,-205.23,17.1224,20.67274,-393.8441,59.80215,42.8,89,946.2,218.056,945.4032
16.10.2024_17.40.00,32,5787.628,0,-12.55787,90.61777,450.0977,177.4,181.5,103.3818,-108.6589,-110.9375,80,86.4,-206.25,16.39468,20.09838,-391.059,59.81011,42.5,88.7,946.2,220.5147,945.4032
16.10.2024_17.45.00,64,6789,0,-11.74046,89.3627,445.4427,167.3,170.8,98.86067,-99.63107,-99.29108,76.3,83.5,-198.112,16.4294,20.10417,-380.4254,64.63216,43,83.9,946.2,219.8825,945.4032
16.10.2024_17.50.00,0,7284.906,0.2,-11.51259,58.49248,408.601,152.6,156.8,95.51143,-110.6337,-109.1291,71.5,78.9,-205.4688,15.91435,19.40972,-383.9337,64.63216,44.2,76.4,946.2,225.924,945.4032
16.10.2024_17.55.01,16,7284.906,6,-11.95747,65.068,340.7661,128.5,132.8,81.88296,-98.39407,-99.24768,65.8,72.4,-193.9887,16.15741,19.75694,-377.0616,69.45819,43.9,70.4,946.2,230.0688,945.4032
16.10.2024_18.00.00,16,7284.906,14.2,-12.36256,64.71716,293.5402,120.7,123.8,81.85402,-96.94012,-100.1013,62.9,68.3,-199.2188,15.92593,19.47627,-376.5914,69.45421,41.6,67.6,946.2,224.1678,945.4032
16.10.2024_18.05.00,0,7284.906,21.2,-11.5162,61.49812,266.4063,116.2,118.7,82.7691,-98.28558,-99.98553,62.4,67,-203.125,15.40509,19.17245,-377.0616,69.45023,45.2,67.7,946.2,221.2875,945.4032
16.10.2024_18.10.00,256,7284.906,21.2,-5.79789,30.46875,226.4612,103.6,106.3,71.82798,-88.56335,-93.4317,58.6,63.7,-197.3741,15.0651,18.87587,-368.0556,78.82777,47.2,61.1,946.2,228.2422,945.4032
