SampleTime,Process Mode,Oxygen Consumption -Top,Furnace Power,CombustionChamber Pressure,Suction Damper Position feedback,FDC inlet Temprature,FDC Outlet Temp,FDC Outlet Temp - Upperside,DP across FDC,FDC Outlet Pressure,Pressure at Gas Mixter inlet,Temp at BagHouse Inlet - UpperSide,Temp at BagHouse Inlet - LowerSide,Pressure at BagHouse Inlet,DP Across baghouse - UpperSide,DP Across baghouse - LowerSide,Pressure ID Fan Inlet,Canopy Damper Position,,,ID Fan1 Speed,ID Fan1 Current,ID Fan2 Speed,ID Fan2 Current
03.09.2024_10.25.09,64,7200.824,0,-9.89222,51.26953,485.5469,170.2,162.7,33.26461,-116.5148,-123.3217,74.7,78.1,-214.4531,15.76389,18.31163,-389.7208,64.99023,40.5,76.9,946.2,217.213,945.4032,213.7005
03.09.2024_10.30.09,64,8200.082,0,-10.02605,46.91117,446.5567,157.3,150.3,29.10156,-113.3029,-116.3773,70.4,73.3,-206.5755,15.4673,18.06858,-379.9552,64.99023,41.3,71.8,946.2,225.1512,945.4032,214.8947
03.09.2024_10.35.09,64,8238.445,0,-9.530525,48.1156,321.828,126.3,122.2,34.04224,-109.2231,-110.4601,65.2,68.3,-206.3585,15.02026,17.54051,-375.4702,64.99422,42.6,66.6,946.2,220.585,945.4032,226.9075
03.09.2024_10.40.09,64,8238.445,0,-9.979019,48.24942,226.1429,103.1,101.7,53.70732,-117.4045,-117.6939,60.1,63,-211.5885,14.35764,16.82002,-372.866,64.99422,38.7,60.7,946.2,232.668,945.4032,224.7297
03.09.2024_10.45.10,64,8238.445,0,-10.13454,46.64713,169.7266,89.8,89.8,35.3154,-114.8438,-120.2691,56,57.9,-215.1693,14.22454,16.79977,-375.7595,64.99422,37.7,55.9,946.2,235.5482,945.4032,222.552
03.09.2024_10.50.09,64,8238.445,0,-10.05859,46.63267,137.1021,84.8,84.60001,35.05498,-115.3212,-120.7465,54.1,54.7,-216.3846,14.20428,16.61024,-376.8085,64.99422,37.9,53.5,946.2,232.668,945.4032,226.9778
03.09.2024_10.55.09,64,8238.445,0,-10.04051,46.62905,117.5275,80.8,80.4,33.72757,-113.4114,-120.4283,52.5,52.6,-220.2908,13.93374,16.38744,-376.9531,64.99023,37.4,51.9,946.2,233.23,945.4032,226.767
03.09.2024_11.00.09,2,8238.445,0,-8.615456,42.43707,102.6874,76.4,75.7,33.92651,-135.3081,-145.9057,50.9,51.4,-229.1667,16.53067,18.3015,-406.8649,59.57936,37.4,51.1,946.2,235.759,945.4032,229.015
03.09.2024_11.05.09,2,8238.445,0,-8.308014,40.86733,94.21297,72.4,71.6,26.43229,-137.7604,-147.6563,50,50.7,-238.7153,14.65856,17.69676,-407.2628,59.57936,37.1,50.7,946.2,233.792,945.4032,231.7547
03.09.2024_11.10.09,2,8238.445,0,-7.769096,39.1276,88.92144,68.8,68,26.63845,-141.4931,-152.0544,49.1,49.5,-242.9254,14.21586,16.98351,-404.3331,59.57936,37.1,49.3,946.2,231.0522,945.4032,225.1512
03.09.2024_11.15.09,16,8238.445,3,-9.360535,36.33898,120.3523,73.3,71.5,26.80483,-125.0868,-137.934,49.1,49,-233.8325,13.20891,16.02141,-388.7803,68.75796,39.5,50,946.2,230.8415,945.4032,224.7297
03.09.2024_11.20.09,16,8238.445,9.6,-9.631798,38.93591,174.66,89.9,86.3,27.13759,-119.6397,-131.3079,50.7,50.3,-226.0417,14.11314,16.87645,-390.5165,68.75796,39.3,51.4,946.2,237.2343,945.4032,237.5153
03.09.2024_11.25.09,2048,8238.445,17.2,-9.928391,41.18562,186.4764,99.4,95.2,29.8575,-117.8385,-132.364,51.9,51.5,-226.3021,14.44155,16.88513,-389.8293,68.76193,39.3,52.8,946.2,232.8085,945.4032,235.6185
03.09.2024_11.30.09,0,8238.445,24.2,-9.982643,39.37717,187.4313,105.1,100.8,27.8682,-126.888,-137.1672,52.6,53.3,-232.3134,14.37934,16.94734,-395.9418,68.75796,38.9,54.9,946.2,238.7095,945.4032,233.6515
03.09.2024_11.35.09,256,8238.445,24.2,-6.354889,30.84852,159.5016,101.4,96.9,16.352,-103.4939,-114.945,51.3,52.9,-211.3932,14.37934,16.97627,-376.0128,78.95508,42.7,53,946.2,233.0895,945.4032,240.255
03.09.2024_11.40.09,0,0,0,-5.996819,30.85214,131.373,92.89999,89,13.33912,-103.2986,-117.1586,49.9,51.5,-210.3081,14.00897,16.38021,-371.0938,78.95508,44,51.5,946.2,236.4615,945.4032,227.1885
03.09.2024_11.45.09,2,0,0,-7.910156,37.12023,113.4693,85.4,82.7,29.57899,-163.2379,-171.0214,48.5,50.5,-256.0981,15.11864,17.19763,-426.1791,60.02893,39.9,51.3,946.2,234.7755,945.4032,224.519
03.09.2024_11.50.09,2,0,0,-7.497826,37.43128,98.39048,78.2,76.4,27.07248,-164.6701,-173.3652,47.7,49.3,-260.1779,14.3287,17.23524,-426.7216,60.02893,38.6,48.8,946.2,238.7095,945.4032,223.2545
03.09.2024_11.55.10,2,0,0,-7.964409,40.38267,88.96122,72.2,70.9,27.06163,-147.7213,-155.0637,47.8,47.8,-246.5929,14.36921,17.33941,-414.5688,60.0369,38,48,946.2,236.6722,945.4032,232.5275
03.09.2024_12.00.09,2,0,0,-8.069298,42.06091,83.03313,67.5,66.6,30.05642,-144.3793,-152.691,49.5,48.4,-243.1424,15.2445,18.10185,-419.0538,60.0369,37.7,49.4,946.2,237.726,945.4032,238.7797
03.09.2024_12.05.09,8,0,0,-9.252022,54.14497,79.89005,64.4,63.5,38.25232,-112.4566,-119.0249,50.4,49.4,-227.691,12.5651,15.48756,-380.6785,69.41045,37.7,50.6,946.2,240.817,945.4032,238.0772
03.09.2024_12.10.09,128,0,0,-10.64815,43.09172,81.28255,63.2,62.3,30.45067,-123.3941,-134.3461,50.3,49.4,-230.0781,14.14207,16.60735,-391.4931,66.00478,37.8,50.6,946.2,240.536,945.4032,228.3125
03.09.2024_12.15.09,128,0,0,-9.555847,43.20023,90.19459,65.1,64.1,31.17766,-125.2604,-133.5359,50.5,50.3,-228.8411,14.16233,16.71586,-391.5654,66.01273,39.8,51.1,946.2,233.7217,945.4032,227.4695
03.09.2024_12.20.09,128,0,0,-9.722221,44.78443,86.13644,64.1,63.2,30.1794,-120.8333,-130.3241,49.1,49.3,-229.0581,13.95689,16.57263,-389.0336,66.00876,39.2,49.3,946.2,229.015,945.4032,233.7217
03.09.2024_12.25.09,128,503.2589,0,-10.34433,46.47352,92.10431,64.6,63.6,31.86849,-123.4809,-133.2176,48.8,48.3,-226.671,14.76273,17.18171,-394.8568,66.00478,38.3,48.9,946.2,238.0772,945.4032,229.015
03.09.2024_12.30.09,128,1504.964,0,-9.519676,40.70095,181.901,88.4,84.5,34.2882,-126.5625,-134.5341,52.6,50.7,-229.7743,15.01013,17.55353,-400.8246,66.00478,37.3,52.8,946.2,243.1353,945.4032,232.5978
03.09.2024_12.35.09,32,2507.059,0,-13.71528,57.51953,271.6182,122,115.9,60.40219,-132.487,-141.9126,62.4,57.8,-236.1111,15.45284,18.02662,-410.3733,61.42144,38,64.8,946.2,230.42,945.4032,218.899
03.09.2024_12.40.09,32,3508.562,0,-13.5055,69.67593,359.5848,153.8,148.3,69.13701,-127.0182,-132.2772,72.2,68.7,-226.2153,16.09954,18.77315,-407.4074,61.42144,37.6,75.2,946.2,230.0688,945.4032,213.841
03.09.2024_12.45.09,32,4511.208,0,-13.55614,82.05657,437.1672,175.1,170,86.86343,-120.1172,-128.6458,79.7,77.7,-220.7682,16.30353,19.15654,-404.7309,61.41746,40.3,84.8,946.2,225.643,945.4032,227.1885
03.09.2024_12.50.09,32,5516.258,0,-14.25781,87.40234,476.595,187.5,183.4,98.53154,-128.4722,-124.5804,83.9,84.5,-217.4913,16.43663,19.07841,-400.8608,61.41746,43,89.5,946.2,220.3743,945.4032,221.99
03.09.2024_12.55.09,64,6520.014,0,-10.15987,54.57176,479.6188,178.6,174.2,23.93663,-112.5,-119.8785,78.5,83.10001,-207.1614,16.17911,18.9265,-386.8272,64.91067,39.4,82.3,946.2,222.4818,945.4032,214.4733
03.09.2024_13.00.09,64,7520.798,0,-9.848816,51.44676,474.7649,169.5,162.5,77.23886,-136.1545,-119.4011,73.60001,76.3,-210.4167,16.42795,18.73553,-390.6974,64.91067,38.3,74.9,946.2,224.8,945.4032,216.5105
03.09.2024_13.05.09,64,8253.191,0,-9.82711,43.45703,404.9407,148.7,143,36.83088,-122.2005,-122.2222,68,70.6,-210.6771,15.44849,18.00058,-383.3188,64.91067,38.2,67.7,946.2,229.015,945.4032,213.9113
03.09.2024_13.10.09,64,8253.191,0,-10.00072,49.29109,284.7475,115.9,113.9,36.25217,-116.5581,-118.5475,61.9,64.5,-212.0009,14.60214,16.875,-376.1936,64.91067,37.5,62.4,946.2,230.2795,945.4032,221.0065
03.09.2024_13.15.09,64,8253.191,0,-10.26837,49.2947,203.465,95.6,95.6,59.79456,-118.5764,-123.3362,57.5,59.7,-218.75,14.01476,16.55382,-376.7361,64.91067,37.3,57.6,946.2,225.9942,945.4032,228.0315
03.09.2024_13.20.09,64,8253.191,0,-10.06583,49.2947,154.5681,86.6,86.7,38.09679,-116.1241,-123.5098,55,56.1,-216.5582,14.00318,16.4048,-376.7,64.9027,37.7,54.8,946.2,228.8745,945.4032,229.7878
03.09.2024_13.25.09,64,8253.191,0,-10.01519,47.46817,126.161,82.3,82,36.03516,-119.9436,-128.1395,53.2,53.9,-223.546,13.68345,16.15162,-378.5807,64.91067,38,53,946.2,225.7133,945.4032,227.3992
03.09.2024_13.30.09,64,8253.191,0,-10.15625,47.47179,108.2574,77.9,77.5,33.67332,-119.5747,-126.6783,51.5,51.9,-225.0217,13.47222,15.96065,-379.8466,64.91067,37.8,51.1,946.2,233.23,945.4032,228.1017
03.09.2024_13.35.09,0,8253.191,0,-10.18157,57.12891,96.67969,73.9,73.4,38.7406,-115.625,-125.2604,51.2,51,-221.7448,13.77604,15.89265,-377.568,64.91464,37.5,51.2,946.2,231.1927,945.4032,234.4945
03.09.2024_13.40.09,16,8253.191,3.6,-10.41667,42.69387,115.1801,77.5,76.2,29.20645,-112.4783,-124.8119,51.9,51.5,-220.5512,14.0191,16.50174,-380.6062,68.6386,37.5,52.4,946.2,233.0895,945.4032,228.8042
03.09.2024_13.45.09,16,8253.191,11.4,-9.6101,41.62326,151.5842,90.1,87.1,30.90639,-114.1276,-125.3906,53.8,53.5,-221.875,14.19849,16.55093,-382.5593,68.63462,38.6,55.4,946.2,232.7383,945.4032,234.2838
03.09.2024_13.50.09,2048,8253.191,19.6,-10.12008,43.13151,165.6286,97.6,94.2,28.00926,-112.6953,-123.7413,55.8,55,-219.6398,14.19994,16.5408,-381.3657,69.19162,39.8,56.3,946.2,236.321,945.4032,219.6015
03.09.2024_13.55.09,2,8253.191,19.8,-8.365891,32.25912,158.5865,98.90001,95.3,29.7526,-159.6571,-167.3177,53.9,54.6,-255.5555,15.61198,17.29167,-422.2367,61.40155,39.1,54.7,946.2,235.5482,945.4032,224.238
03.09.2024_14.00.09,2,8253.191,19.8,-7.631653,30.68938,140.2452,92.7,89.2,26.66016,-161.6537,-173.5533,51,52.6,-257.2049,15.0246,17.19473,-425.2026,61.40951,38.4,52.3,946.2,234.635,945.4032,224.238
03.09.2024_14.05.09,2048,8253.191,26.4,-9.950089,41.14222,155.8015,96.4,92.8,31.57552,-122.8516,-134.4329,51.5,52.6,-224.3273,15.3125,17.9485,-398.3651,69.08022,38.7,53.6,946.2,235.1267,945.4032,225.362
03.09.2024_14.10.09,256,8253.191,27.4,-5.917244,30.63513,151.3057,97,93.50001,16.39902,-102.6693,-116.7679,51.2,52.6,-213.7587,13.66464,15.78125,-367.3683,79.29723,41.2,52.8,946.2,239.7633,945.4032,228.8042
03.09.2024_14.15.09,0,8253.191,27.4,-5.541084,30.63513,128.0707,89.6,86.3,14.90162,-101.4106,-114.5689,50.4,51.7,-213.2162,13.8151,15.82465,-367.8747,79.30122,44.3,51.9,946.2,238.3582,945.4032,240.1847
03.09.2024_14.20.09,2,0,0,-8.246529,38.73336,113.5489,83.5,81,32.87037,-150.9114,-158.3333,48.9,50.3,-245.6597,16.15885,17.5,-414.3157,60.29948,41.4,51.2,945.1642,229.7175,944.2479,222.0603
03.09.2024_14.25.09,2,0,0,-7.805267,40.35735,99.4647,77,75.4,28.05628,-142.5781,-149.7251,50.6,51.2,-240.6467,14.67448,17.1412,-406.8287,60.29551,39,51.6,945.1642,226.2753,944.2479,225.924
03.09.2024_14.30.09,2,0,0,-7.921005,42.08984,89.91609,71.7,70.6,34.25926,-145.0087,-153.7616,50.4,50.4,-242.2309,15.3776,17.72425,-414.9306,60.30346,38.6,50.9,945.1642,232.5275,944.2479,230.5605
03.09.2024_14.35.09,2,0,0,-7.787178,42.08261,83.62992,67.7,66.9,34.68967,-143.5764,-153.776,51.3,51.1,-242.3394,14.69184,16.70862,-407.3712,60.29948,37.9,51.8,945.1642,229.1555,944.2479,224.8703
03.09.2024_14.40.09,2,0,0,-7.656975,42.08984,79.61155,64.6,63.9,32.7257,-142.4913,-150.0434,51.9,51.2,-241.0807,14.87558,17.33218,-409.5052,60.30346,37.8,52.1,945.1642,238.6393,944.2479,231.825
03.09.2024_14.45.09,2,0,0,-7.971642,43.58362,76.78675,62.1,61.4,34.75116,-140.2778,-147.1643,51.6,51.2,-240.1693,15.43258,18.03964,-415.2561,60.30346,37.9,51.9,945.1642,228.453,944.2479,230.9117
03.09.2024_14.50.09,2,0,0,-8.018661,43.58362,75.43403,60.5,59.8,33.27546,-137.8472,-143.4462,51.1,50.9,-242.296,14.85966,16.91117,-406.1776,60.30346,37.6,51.1,945.1642,230.9117,944.2479,235.3375
03.09.2024_14.55.09,128,0,0,-9.577545,43.79702,76.11039,59.8,59.2,35.01157,-126.6927,-135.7494,49.7,49.7,-229.4705,13.52865,15.7827,-384.2954,64.24226,37.5,50,945.2438,233.3705,944.2479,229.7175
03.09.2024_15.00.09,128,0,0,-9.382233,41.95602,91.10966,64,63.1,33.40567,-131.0547,-136.3137,50.4,50.2,-233.6371,13.93519,16.14005,-391.3122,64.23828,39.6,51.2,945.2438,237.164,944.2479,222.4818
03.09.2024_15.05.09,128,0,0,-10.25029,45.31973,88.64294,64,63.2,29.41261,-122.6779,-134.375,49.2,49.1,-228.1901,13.38397,15.65827,-381.3296,64.24226,37.6,49.1,945.2438,226.6967,944.2479,235.9697
03.09.2024_15.10.09,128,0,0,-9.740303,46.80266,84.02778,62.5,62,37.54702,-126.237,-134.3171,48.4,48.8,-234.5052,13.67043,15.72049,-386.8272,64.24226,38.2,49.4,945.2438,234.1432,944.2479,225.362
03.09.2024_15.15.09,128,15.36042,0,-10.48539,48.4592,78.85561,60.7,60.1,35.15263,-125.6511,-136.2703,49.7,49.4,-234.158,13.43316,15.72049,-386.1401,64.24226,39.6,50.4,945.2438,232.5978,944.2479,229.6472
03.09.2024_15.20.09,128,1013.105,0,-10.02966,39.43142,179.5537,83.7,79.3,39.09867,-134.6137,-145.8912,55.1,52.9,-238.3246,14.60793,16.97483,-404.0798,64.24226,40.1,56.9,945.2438,231.1927,944.2479,236.602
03.09.2024_15.25.09,32,2013.932,0,-9.592018,40.97946,314.3482,125.7,116.5,54.24262,-131.2717,-142.5926,63.5,60.9,-231.467,15.36458,17.82263,-405.7798,64.24226,42.2,65.7,946.2,229.4365,945.4032,230.7713
03.09.2024_15.30.09,32,3016.282,0,-13.99017,60.61198,380.2734,155.8,148.8,77.41608,-134.4401,-138.7008,72.7,70.4,-230.4471,16.22106,18.80064,-412.4711,59.87775,38.8,76,946.2,228.9447,945.4032,225.924
03.09.2024_15.35.09,32,4021.173,0,-12.87978,55.84491,375.1013,161.5,156.6,40.52373,-129.2535,-139.511,74,74.3,-226.6493,16.33391,18.81221,-409.7946,59.86979,38.4,77.5,946.2,222.833,945.4032,218.1263
03.09.2024_15.40.09,32,5022.418,0,-13.72613,66.14583,412.0623,172,167,66.73901,-129.5356,-139.7425,76.5,77.9,-226.8446,16.29919,18.54745,-408.7818,59.86979,40.4,82.7,946.2,227.4695,945.4032,229.3663
03.09.2024_15.45.09,64,6026.848,0,-13.17274,56.82147,468.2002,190.1,184.7,45.04847,-142.7734,-148.9583,81.1,82,-233.4418,16.25145,18.44039,-415.4008,60.35518,39.5,85.8,945.4431,223.8165,944.8056,216.7213
03.09.2024_15.50.09,64,7026.986,0,-10.1671,46.6833,481.1306,178.4,170.3,38.72251,-138.5634,-141.6667,71.5,75.3,-226.3021,16.09375,18.193,-405.0564,64.80325,38.9,73.8,945.5228,226.205,944.8455,217.4238
03.09.2024_15.55.09,64,8024.05,0,-10.25752,44.31785,474.9638,164.9,156.3,42.92173,-131.5755,-143.8658,65.5,70.9,-226.888,15.58883,17.59693,-400.6077,64.79926,38.8,69.8,945.5228,228.5233,944.8455,218.2668
03.09.2024_16.00.09,64,9018.609,0,-10.22858,48.10113,398.933,141.5,135.6,40.23076,-131.3802,-137.1094,61.6,65.9,-225.7596,15.39786,17.70689,-397.5333,64.80325,40,65.7,945.5626,228.8745,944.8455,216.8617
03.09.2024_16.05.09,0,9661.452,0,-9.693291,41.74986,366.786,141.7,136.1,36.41131,-129.2535,-130.1649,62.3,65.4,-222.3741,15.02749,17.33073,-391.1313,64.80325,38.9,64.9,946.2,228.3125,945.4032,209.4855
03.09.2024_16.10.09,2,9661.452,0,-8.185043,35.41666,271.101,117.7,114.6,18.65234,-143.6415,-151.794,58.1,62.2,-235.0044,15.34722,17.68085,-406.9011,61.27025,40.1,60.5,946.2,224.238,945.4032,220.585
03.09.2024_16.15.09,16,9661.452,2,-9.693291,43.24002,219.9761,102.2,99.8,39.12399,-116.3846,-121.3686,54.1,59.3,-219.2491,13.41001,16.04167,-375.1447,69.22743,41.1,58.9,946.2,232.7383,945.4032,230.8415
03.09.2024_16.20.09,16,9661.452,9.6,-9.89222,44.8423,214.9631,100.3,97.9,32.32422,-113.0208,-121.2818,54.1,58.6,-218.2509,14.1739,16.45399,-378.3276,69.23141,42,59.5,946.2,236.2507,945.4032,215.808
03.09.2024_16.25.09,2048,9661.452,17,-10.45284,44.477,214.9631,99.9,97,25.06149,-112.4349,-119.2708,54.9,58.1,-217.9253,14.47483,16.93721,-380.9318,69.23141,41.5,58,946.2,230.9117,945.4032,225.0108
03.09.2024_16.30.09,0,9661.452,21.8,-10.15263,43.07002,211.3824,103.8,99.5,25.60041,-113.8672,-125.6511,54.4,56.9,-217.5781,14.37789,16.99364,-381.438,69.23141,39.9,57.3,946.2,232.5978,945.4032,223.676
03.09.2024_16.35.10,256,9661.452,21.8,-6.20298,30.89916,182.0204,101.8,97.2,21.4265,-98.91495,-108.7529,53.3,56,-206.1849,14.18114,16.47569,-364.9089,78.52937,45.4,56.1,946.2,232.2465,945.4032,218.899
03.09.2024_16.40.09,0,0,0,-5.627892,31.7636,154.7671,95.7,90.9,17.92535,-97.87326,-107.4219,51.6,53.5,-203.9713,14.51244,16.79109,-367.4045,78.53732,44.7,52.9,946.2,232.949,945.4032,227.61
03.09.2024_16.45.09,2,0,0,-7.700378,48.87514,131.0945,88.8,86.4,40.73351,-129.7092,-135.4601,53.6,54.5,-229.6875,15.12442,17.74884,-400.0651,59.63903,43.1,56.8,946.2,230.701,945.4032,232.5275
03.09.2024_16.50.10,128,0,0,-11.83811,61.71151,106.8251,79.2,78.2,37.26852,-98.69794,-108.5504,55.4,56,-202.8863,14.61806,17.28009,-371.7086,68.51527,41.3,56.1,946.2,232.387,945.4032,219.8825
03.09.2024_16.55.09,128,0,0,-9.859665,42.98322,117.1296,80.9,79.7,27.48481,-115.7118,-125.7234,57.1,55.9,-221.2457,14.14641,16.55093,-380.9678,66.09628,41.7,57.3,946.2,230.2092,945.4032,218.4072
03.09.2024_17.00.10,128,730.0844,0,-9.70414,43.73553,220.2944,105.9,100.5,54.82494,-120.0955,-129.2679,63.7,59.8,-223.4158,14.81337,17.42477,-391.2399,66.09628,44.3,63.8,946.2,236.3913,945.4032,227.2587
03.09.2024_17.05.09,128,1724.877,0,-9.798172,47.03053,294.4951,131.7,124.1,32.08189,-111.9141,-122.7864,67.3,65,-214.6701,15.57002,17.97454,-389.1059,66.09231,42,68.8,946.2,228.1017,945.4032,231.4035
03.09.2024_17.10.09,32,2721.939,0,-13.42593,71.96542,333.6444,141.9,136.7,69.61806,-117.8169,-122.2222,73.8,71,-215.8637,15.81597,18.29427,-392.325,61.4294,42.5,75.7,946.2,230.5605,945.4032,220.866
03.09.2024_17.15.09,32,3722.373,0,-13.49827,86.29195,392.7662,158.2,153.8,80.5013,-112.6085,-117.2888,79.2,76.9,-214.5616,16.04022,18.49826,-393.2653,61.43338,42.9,82,946.2,218.1263,945.4032,213.0683
03.09.2024_17.20.09,32,4726.426,0,-13.78038,90.76606,458.4527,182.8,177.7,82.6823,-116.3194,-120.0376,84.60001,82.4,-212.1094,16.386,19.03646,-393.3015,61.43338,42.3,87,946.2,215.1055,945.4032,209.2045
03.09.2024_17.25.10,32,5726.768,0,-14.23249,89.89077,483.6769,187.6,183.7,67.56728,-127.0399,-127.0978,84,84.4,-218.4245,16.31366,18.682,-398.0035,61.4294,41.4,86.9,946.2,221.709,945.4032,212.5063
03.09.2024_17.30.09,64,6722.904,0,-9.790947,47.6671,475.7198,175.9,170.2,61.13281,-129.3837,-134.8814,74.8,79.5,-219.4444,15.93171,18.23206,-393.9887,63.59773,40,76.5,946.2,224.0975,945.4032,217.9857
03.09.2024_17.35.10,64,7719.843,0,-9.960938,47.65263,451.4503,157.1,150.1,19.62529,-126.4974,-136.9068,67.8,72.4,-222.1788,15.11285,17.55787,-390.2271,63.60171,39.5,70.8,946.2,219.2503,945.4032,225.9942
03.09.2024_17.40.09,0,8427.707,0,-9.89222,44.03574,371.3216,138.5,133.5,32.72208,-128.8412,-132.9283,64.1,68.8,-222.9818,14.62529,17.06453,-387.8038,63.60171,41.3,68.2,946.2,226.8372,945.4032,225.2215
03.09.2024_17.45.09,16,8427.707,3.8,-10.4456,46.9184,287.6122,118.1,115,32.88122,-112.1962,-119.8061,59.9,65,-211.9141,14.27228,16.86053,-374.7468,69.92766,43.3,63.4,946.2,229.0853,945.4032,223.114
03.09.2024_17.50.09,0,8427.707,9.2,-9.762009,46.48799,252.2027,110.4,107.6,35.26476,-108.2248,-118.1279,58.2,62.6,-211.3932,14.43721,16.84896,-374.3489,69.92766,42.3,61.7,946.2,226.1348,945.4032,228.6638
03.09.2024_17.55.09,256,8427.707,9.2,-6.271706,30.97873,209.2737,98.39999,96.3,22.1969,-98.26389,-107.61,55.6,59.5,-205.7726,13.88889,16.64352,-367.9832,78.66862,43.8,57.7,946.2,234.635,945.4032,225.2215
03.09.2024_18.00.09,0,0,0,-5.84491,30.97873,172.0341,88.3,85.8,14.47121,-99.60938,-106.3368,52.8,55.7,-206.1849,14.13339,16.33102,-364.9812,78.67657,45.9,54.5,946.2,236.1103,945.4032,221.9197
03.09.2024_18.05.09,2,0,0,-6.253616,46.29268,146.5712,84.3,82.4,34.50159,-132.7474,-140.1476,52.6,54.4,-234.8524,14.95081,17.22222,-401.331,59.84592,41.7,55.1,945.8414,228.8745,944.8455,225.5728
03.09.2024_18.10.10,128,0,0,-10.2322,54.53921,124.0126,79.8,79.00001,31.81424,-106.4887,-117.6939,55.3,55.8,-211.3064,14.44155,16.72454,-374.7106,66.32306,39.1,56.3,946.2,228.453,945.4032,224.0272
03.09.2024_18.15.09,128,0,0,-9.89222,46.60373,110.6445,76.8,76.5,34.88498,-113.2162,-121.7159,56,55.7,-218.6632,14.28819,16.66667,-380.2083,66.32306,39.7,56.2,946.2,231.3333,945.4032,226.6967
03.09.2024_18.20.09,128,0,0,-10.02242,42.59621,116.2146,78.6,77.6,31.70935,-116.2326,-126.3455,57.3,55.8,-221.3759,14.15799,16.57407,-381.7635,66.32704,41.1,57.40001,946.2,232.8085,945.4032,225.2215
03.09.2024_18.25.09,128,219.5162,0,-11.07856,46.148,124.8481,81.3,79.9,42.16218,-118.9453,-125.2604,58.6,57.40001,-220.421,14.87702,17.28877,-387.1528,66.32306,42.1,59.1,946.2,232.5978,945.4032,223.6058
03.09.2024_18.30.09,128,1225.075,0,-9.570313,43.05555,254.9479,117.6,110.2,43.41724,-116.1458,-125.2025,66.3,62.3,-219.4011,15.17795,17.6331,-390.5165,66.3151,42.2,65.4,946.2,225.5025,945.4032,226.4158
03.09.2024_18.35.09,32,2224.764,0,-14.31207,63.65017,297.2005,132.3,124.9,62.16001,-124.0234,-133.2899,69.3,66,-223.2639,16.13136,18.17708,-399.4865,59.72656,40.6,69.9,946.2,227.2587,945.4032,228.8042
03.09.2024_18.40.09,32,3227.615,0,-14.2542,71.63267,328.0346,140.3,135.5,49.45023,-120.5946,-131.7564,75.7,73.2,-223.1771,15.41377,17.86314,-395.2908,59.72656,42.4,78.9,946.2,221.99,945.4032,226.9778
03.09.2024_18.45.09,32,4228.861,0,-13.77676,76.85909,416.6775,167,161,74.56959,-118.5981,-125.2893,83.5,81.1,-219.2274,15.57581,18.36082,-394.9291,59.72656,45.2,87,946.2,219.5313,945.4032,219.2503
03.09.2024_18.50.09,32,5227.985,0,-13.49464,91.73177,470.9853,187.2,181.3,57.0855,-100.1519,-120.2836,86.2,85.8,-212.8689,15.66985,18.23351,-388.491,59.72656,41.7,90.50001,946.2,222.6222,945.4032,217.1428
03.09.2024_18.55.09,64,6229.956,0,-10.09114,46.41927,487.7749,184.9,179.2,37.21065,-109.3316,-126.0417,82.2,85.5,-216.3194,15.24016,17.989,-390.3356,64.43324,40.4,84.4,946.2,222.4818,945.4032,214.2625
03.09.2024_19.00.09,64,7229.798,0,-10.62645,46.41927,472.0197,166.3,159.2,30.4579,-124.1537,-126.794,72.1,74.8,-215.3429,15.7364,17.98611,-390.0101,64.43721,40.5,71.7,946.2,229.1555,945.4032,211.874
03.09.2024_19.05.09,64,8232.662,0,-10.10561,47.55498,436.3715,152.1,144.7,67.69749,-131.4887,-132.6534,67.9,73.3,-221.2674,15.39786,17.73148,-391.3122,64.43324,45.4,75.5,946.2,222.552,945.4032,222.0603
03.09.2024_19.10.09,16,8309.489,1.4,-8.886719,44.22381,345.8586,134.4,129.1,26.64931,-114.1276,-115.8131,64.3,71.10001,-215.7769,13.8397,16.51331,-374.6383,69.62926,46.6,70.6,946.2,221.0768,945.4032,227.9612
03.09.2024_19.15.09,16,8309.489,9,-10.36241,46.36863,284.9067,120.2,116,23.70515,-107.0096,-118.7355,61,66.4,-210.612,14.35185,17.18461,-374.5298,69.63325,43.7,65.2,946.2,229.858,945.4032,217.0022
03.09.2024_19.20.09,0,8309.489,14.6,-10.28284,46.44821,244.0068,109.6,105.9,32.3423,-106.8142,-118.6921,58.5,63.2,-211.7839,14.53848,16.943,-374.1319,69.63325,43.3,62.7,946.2,230.701,945.4032,221.2875
03.09.2024_19.25.09,256,8309.489,14.6,-6.333191,30.93172,203.9424,97.5,94.4,17.88918,-92.59982,-103.9207,57.2,60.6,-200.7161,14.44589,16.99219,-364.945,78.70443,49.6,59.1,946.2,230.6308,945.4032,231.1225
03.09.2024_19.30.09,0,0,0,-6.083626,31.24277,168.6126,88.00001,84.7,17.93258,-95.92014,-105.4398,53.9,56.3,-203.4722,14.57321,16.97772,-364.7642,78.7084,47.6,55.1,946.2,230.2092,945.4032,236.2507
03.09.2024_19.35.09,4,0,0,-6.235535,61.55238,137.1419,81.6,79.5,27.10503,-76.49738,-87.05151,55.1,56,-194.9219,12.63165,15.75231,-350.803,79.75079,48.1,57,946.2,232.668,945.4032,224.3083
